Latitude_back72hr_30m[][0] Latitude_back72hr_30m[][1] Latitude_back72hr_30m[][2] Latitude_back72hr_30m[][3] Latitude_back72hr_30m[][4] Latitude_back72hr_30m[][5] Latitude_back72hr_30m[][6] Latitude_back72hr_30m[][7] Latitude_back72hr_30m[][8] Latitude_back72hr_30m[][9] Latitude_back72hr_30m[][10] Latitude_back72hr_30m[][11] Latitude_back72hr_30m[][12] Latitude_back72hr_30m[][13] Latitude_back72hr_30m[][14] Latitude_back72hr_30m[][15] Latitude_back72hr_30m[][16] Latitude_back72hr_30m[][17] Latitude_back72hr_30m[][18] Latitude_back72hr_30m[][19] Latitude_back72hr_30m[][20] Latitude_back72hr_30m[][21] Latitude_back72hr_30m[][22] Latitude_back72hr_30m[][23] Latitude_back72hr_30m[][24] Latitude_back72hr_30m[][25] Latitude_back72hr_30m[][26] Latitude_back72hr_30m[][27] Latitude_back72hr_30m[][28] Latitude_back72hr_30m[][29] Latitude_back72hr_30m[][30] Latitude_back72hr_30m[][31] Latitude_back72hr_30m[][32] Latitude_back72hr_30m[][33] Latitude_back72hr_30m[][34] Latitude_back72hr_30m[][35] Latitude_back72hr_30m[][36] Latitude_back72hr_30m[][37] Latitude_back72hr_30m[][38] Latitude_back72hr_30m[][39] Latitude_back72hr_30m[][40] Latitude_back72hr_30m[][41] Latitude_back72hr_30m[][42] Latitude_back72hr_30m[][43] Latitude_back72hr_30m[][44] Latitude_back72hr_30m[][45] Latitude_back72hr_30m[][46] Latitude_back72hr_30m[][47] Latitude_back72hr_30m[][48] Latitude_back72hr_30m[][49] Latitude_back72hr_30m[][50] Latitude_back72hr_30m[][51] Latitude_back72hr_30m[][52] Latitude_back72hr_30m[][53] Latitude_back72hr_30m[][54] Latitude_back72hr_30m[][55] Latitude_back72hr_30m[][56] Latitude_back72hr_30m[][57] Latitude_back72hr_30m[][58] Latitude_back72hr_30m[][59] Latitude_back72hr_30m[][60] Latitude_back72hr_30m[][61] Latitude_back72hr_30m[][62] Latitude_back72hr_30m[][63] Latitude_back72hr_30m[][64] Latitude_back72hr_30m[][65] Latitude_back72hr_30m[][66] Latitude_back72hr_30m[][67] Latitude_back72hr_30m[][68] Latitude_back72hr_30m[][69] Latitude_back72hr_30m[][70] Latitude_back72hr_30m[][71] Latitude_back72hr_30m[][72]
40.8 40.739 40.672 40.598 40.517 40.428 40.33 40.231 40.143 40.064 39.995 39.937 39.888 39.855 39.842 39.847 39.862 39.884 39.91 39.928 39.929 39.913 39.883 39.844 39.801 39.758 39.71 39.643 39.56 39.472 39.381 39.302 39.245 39.211 39.192 39.179 39.169 39.142 39.079 38.988 38.873 38.736 38.574 38.389 38.189 37.977 37.756 37.537 37.327 37.13 36.948 36.78 36.624 36.477 36.336 36.196 36.051 35.904 35.755 35.606 35.456 35.294 35.108 34.902 34.682 34.451 34.215 33.987 33.773 33.569 33.376 33.193 33.021
40.8 40.766 40.709 40.648 40.58 40.505 40.422 40.33 40.237 40.154 40.081 40.018 39.965 39.92 39.894 39.888 39.897 39.914 39.937 39.963 39.982 39.983 39.967 39.937 39.896 39.853 39.81 39.759 39.688 39.598 39.504 39.406 39.319 39.254 39.208 39.175 39.15 39.128 39.091 39.024 38.93 38.814 38.673 38.504 38.311 38.102 37.882 37.658 37.439 37.23 37.034 36.853 36.685 36.528 36.379 36.235 36.091 35.943 35.79 35.634 35.477 35.316 35.141 34.942 34.726 34.498 34.264 34.029 33.801 33.583 33.375 33.175 32.983
40.8 40.806 40.777 40.73 40.678 40.618 40.551 40.476 40.391 40.305 40.228 40.161 40.103 40.054 40.015 39.996 39.997 40.01 40.031 40.058 40.088 40.108 40.11 40.093 40.062 40.021 39.978 39.936 39.882 39.806 39.711 39.608 39.51 39.41 39.33 39.266 39.21 39.161 39.117 39.059 38.973 38.865 38.734 38.577 38.389 38.176 37.951 37.721 37.492 37.268 37.052 36.847 36.654 36.472 36.297 36.127 35.961 35.793 35.621 35.445 35.268 35.086 34.899 34.701 34.488 34.265 34.035 33.803 33.57 33.342 33.125 32.918 32.718
40.8 40.846 40.856 40.837 40.801 40.759 40.71 40.653 40.586 40.509 40.431 40.359 40.296 40.241 40.195 40.156 40.139 40.139 40.147 40.163 40.183 40.204 40.216 40.21 40.189 40.154 40.114 40.073 40.032 39.977 39.9 39.801 39.693 39.578 39.47 39.382 39.309 39.245 39.188 39.137 39.076 38.991 38.883 38.752 38.594 38.405 38.19 37.965 37.737 37.51 37.287 37.072 36.869 36.677 36.495 36.321 36.151 35.986 35.818 35.644 35.465 35.283 35.099 34.91 34.711 34.496 34.272 34.042 33.809 33.576 33.348 33.132 32.926
40.8 40.885 40.93 40.948 40.941 40.918 40.889 40.851 40.804 40.746 40.677 40.604 40.538 40.478 40.424 40.378 40.338 40.313 40.301 40.296 40.298 40.305 40.313 40.315 40.302 40.275 40.237 40.195 40.155 40.115 40.061 39.983 39.884 39.776 39.655 39.54 39.446 39.364 39.292 39.227 39.168 39.1 39.011 38.9 38.765 38.603 38.409 38.192 37.967 37.74 37.514 37.293 37.079 36.876 36.684 36.5 36.323 36.151 35.981 35.808 35.63 35.446 35.259 35.071 34.879 34.677 34.46 34.234 34.003 33.77 33.536 33.308 33.092
40.8 40.922 41.001 41.052 41.078 41.084 41.076 41.06 41.034 40.997 40.947 40.884 40.817 40.753 40.695 40.641 40.592 40.546 40.51 40.484 40.465 40.452 40.443 40.437 40.427 40.406 40.375 40.336 40.293 40.252 40.21 40.158 40.083 39.986 39.891 39.771 39.655 39.556 39.467 39.386 39.309 39.235 39.153 39.052 38.929 38.783 38.611 38.41 38.187 37.959 37.73 37.504 37.284 37.071 36.867 36.671 36.482 36.296 36.113 35.93 35.745 35.554 35.359 35.164 34.966 34.764 34.554 34.331 34.101 33.866 33.631 33.395 33.165
40.8 40.959 41.069 41.149 41.204 41.24 41.259 41.265 41.262 41.248 41.22 41.178 41.121 41.057 40.995 40.936 40.88 40.825 40.772 40.723 40.682 40.648 40.619 40.596 40.577 40.557 40.53 40.497 40.458 40.418 40.377 40.336 40.288 40.221 40.131 40.029 39.923 39.813 39.719 39.638 39.565 39.497 39.43 39.351 39.253 39.136 38.998 38.838 38.65 38.443 38.228 38.011 37.794 37.583 37.378 37.181 36.991 36.81 36.637 36.469 36.305 36.139 35.967 35.791 35.608 35.422 35.233 35.033 34.818 34.592 34.357 34.118 33.878
40.8 41.001 41.145 41.25 41.33 41.391 41.437 41.471 41.494 41.505 41.503 41.485 41.45 41.397 41.335 41.274 41.212 41.15 41.088 41.025 40.965 40.911 40.862 40.818 40.779 40.746 40.715 40.682 40.646 40.609 40.571 40.533 40.492 40.447 40.382 40.3 40.202 40.102 39.993 39.903 39.824 39.753 39.686 39.621 39.541 39.44 39.323 39.188 39.032 38.853 38.655 38.45 38.24 38.032 37.827 37.629 37.437 37.251 37.073 36.904 36.742 36.585 36.427 36.263 36.094 35.919 35.739 35.555 35.36 35.149 34.924 34.689 34.447
40.8 41.002 41.172 41.301 41.402 41.483 41.549 41.603 41.647 41.681 41.702 41.708 41.697 41.667 41.618 41.557 41.495 41.43 41.363 41.293 41.22 41.149 41.083 41.022 40.967 40.918 40.874 40.834 40.795 40.756 40.717 40.678 40.64 40.598 40.553 40.493 40.416 40.32 40.222 40.115 40.022 39.946 39.879 39.818 39.758 39.682 39.584 39.472 39.347 39.204 39.04 38.859 38.668 38.47 38.27 38.072 37.88 37.694 37.515 37.344 37.181 37.028 36.883 36.737 36.585 36.425 36.26 36.088 35.91 35.72 35.513 35.289 35.052
40.8 41.002 41.178 41.321 41.442 41.541 41.624 41.693 41.754 41.807 41.852 41.882 41.895 41.89 41.864 41.819 41.761 41.699 41.632 41.559 41.481 41.397 41.313 41.235 41.164 41.099 41.041 40.988 40.939 40.89 40.841 40.791 40.742 40.694 40.644 40.575 40.477 40.366 40.24 40.134 39.999 39.876 39.762 39.652 39.55 39.462 39.372 39.264 39.136 38.985 38.808 38.606 38.39 38.175 37.961 37.752 37.549 37.354 37.164 36.977 36.793 36.611 36.429 36.245 36.055 35.859 35.657 35.453 35.248 35.041 34.828 34.604 34.372
40.8 41.002 41.175 41.321 41.451 41.567 41.665 41.749 41.821 41.887 41.948 42.001 42.038 42.057 42.056 42.035 41.995 41.941 41.88 41.812 41.735 41.649 41.554 41.457 41.369 41.287 41.212 41.143 41.079 41.017 40.954 40.889 40.825 40.763 40.703 40.643 40.569 40.468 40.369 40.235 40.087 39.941 39.805 39.681 39.572 39.485 39.418 39.355 39.277 39.18 39.061 38.916 38.743 38.551 38.355 38.157 37.961 37.772 37.592 37.422 37.262 37.113 36.975 36.848 36.728 36.607 36.476 36.335 36.186 36.029 35.866 35.686 35.477
40.8 41 41.183 41.331 41.465 41.586 41.699 41.795 41.88 41.955 42.025 42.094 42.155 42.197 42.22 42.223 42.207 42.172 42.123 42.066 41.997 41.917 41.824 41.718 41.61 41.513 41.423 41.341 41.265 41.193 41.121 41.047 40.973 40.899 40.827 40.759 40.695 40.615 40.509 40.389 40.248 40.091 39.928 39.785 39.666 39.567 39.487 39.423 39.361 39.285 39.193 39.08 38.941 38.771 38.581 38.39 38.2 38.014 37.832 37.659 37.493 37.336 37.189 37.052 36.926 36.809 36.692 36.566 36.432 36.291 36.142 35.986 35.812
40.8 40.997 41.199 41.366 41.497 41.616 41.731 41.84 41.935 42.019 42.097 42.171 42.246 42.312 42.357 42.383 42.389 42.379 42.351 42.309 42.255 42.187 42.106 42.012 41.906 41.797 41.697 41.603 41.516 41.435 41.357 41.279 41.2 41.119 41.039 40.962 40.891 40.823 40.753 40.666 40.556 40.426 40.276 40.123 39.982 39.861 39.761 39.681 39.618 39.557 39.484 39.397 39.292 39.164 39.007 38.831 38.653 38.476 38.305 38.138 37.977 37.826 37.69 37.571 37.467 37.376 37.292 37.214 37.137 37.06 36.978 36.891 36.797
40.8 40.945 41.076 41.201 41.321 41.438 41.554 41.672 41.782 41.878 41.963 42.041 42.115 42.189 42.254 42.299 42.324 42.33 42.318 42.288 42.244 42.189 42.121 42.039 41.944 41.837 41.729 41.629 41.537 41.453 41.373 41.297 41.221 41.144 41.067 40.989 40.914 40.844 40.777 40.705 40.615 40.499 40.367 40.215 40.061 39.919 39.796 39.695 39.613 39.549 39.488 39.412 39.322 39.214 39.082 38.92 38.74 38.556 38.375 38.197 38.025 37.861 37.704 37.554 37.415 37.286 37.167 37.058 36.952 36.841 36.721 36.593 36.456
40.8 40.943 41.072 41.192 41.308 41.42 41.531 41.643 41.758 41.866 41.961 42.046 42.126 42.202 42.279 42.345 42.392 42.418 42.427 42.418 42.393 42.353 42.301 42.234 42.155 42.065 41.961 41.853 41.752 41.658 41.569 41.486 41.406 41.325 41.243 41.16 41.079 41.002 40.93 40.862 40.792 40.71 40.616 40.49 40.344 40.194 40.058 39.941 39.844 39.765 39.702 39.642 39.57 39.486 39.384 39.261 39.109 38.94 38.767 38.596 38.431 38.269 38.112 37.969 37.845 37.743 37.655 37.576 37.501 37.427 37.356 37.285 37.214
40.8 40.942 41.071 41.189 41.3 41.407 41.513 41.62 41.729 41.841 41.947 42.04 42.126 42.206 42.285 42.364 42.431 42.478 42.507 42.517 42.512 42.491 42.455 42.406 42.345 42.274 42.19 42.09 41.984 41.884 41.789 41.699 41.612 41.529 41.445 41.359 41.274 41.191 41.112 41.037 40.967 40.899 40.825 40.742 40.652 40.555 40.465 40.389 40.317 40.247 40.18 40.116 40.056 39.997 39.94 39.884 39.83 39.778 39.729 39.685 39.644 39.608 39.575 39.548 39.52 39.462 39.376 39.271 39.156 39.033 38.91 38.792 38.682
40.8 40.94 41.069 41.189 41.298 41.4 41.501 41.603 41.706 41.812 41.921 42.025 42.117 42.203 42.284 42.364 42.443 42.511 42.559 42.589 42.602 42.599 42.582 42.551 42.508 42.456 42.394 42.316 42.221 42.119 42.021 41.927 41.836 41.748 41.662 41.576 41.488 41.4 41.315 41.233 41.156 41.083 41.014 40.947 40.877 40.806 40.734 40.664 40.595 40.526 40.458 40.391 40.327 40.269 40.214 40.157 40.093 40.021 39.938 39.851 39.766 39.69 39.628 39.584 39.565 39.55 39.524 39.487 39.438 39.367 39.275 39.175 39.081
40.8 40.938 41.068 41.189 41.3 41.402 41.497 41.593 41.691 41.791 41.894 42 42.101 42.193 42.278 42.36 42.441 42.52 42.588 42.637 42.668 42.683 42.683 42.67 42.646 42.612 42.57 42.516 42.446 42.357 42.259 42.165 42.073 41.982 41.893 41.805 41.716 41.626 41.535 41.446 41.361 41.281 41.207 41.137 41.07 41.005 40.941 40.877 40.813 40.747 40.681 40.615 40.55 40.491 40.438 40.386 40.331 40.268 40.194 40.109 40.02 39.938 39.865 39.802 39.757 39.734 39.723 39.7 39.664 39.616 39.545 39.454 39.356
40.8 40.937 41.066 41.188 41.303 41.407 41.502 41.592 41.685 41.779 41.876 41.976 42.079 42.178 42.268 42.353 42.435 42.516 42.595 42.663 42.713 42.745 42.762 42.765 42.756 42.74 42.717 42.685 42.639 42.577 42.495 42.403 42.313 42.224 42.136 42.047 41.958 41.868 41.776 41.683 41.591 41.503 41.42 41.343 41.272 41.206 41.143 41.083 41.025 40.965 40.904 40.842 40.778 40.719 40.67 40.628 40.585 40.534 40.472 40.397 40.31 40.22 40.136 40.061 39.997 39.946 39.914 39.895 39.871 39.836 39.787 39.719 39.631
40.8 40.938 41.092 41.22 41.335 41.441 41.539 41.627 41.713 41.801 41.891 41.983 42.079 42.178 42.275 42.363 42.448 42.53 42.61 42.689 42.757 42.807 42.841 42.86 42.866 42.867 42.864 42.854 42.834 42.8 42.749 42.677 42.594 42.512 42.43 42.348 42.263 42.174 42.082 41.991 41.9 41.81 41.721 41.634 41.553 41.481 41.416 41.356 41.301 41.249 41.195 41.135 41.074 41.018 40.976 40.949 40.931 40.907 40.872 40.82 40.75 40.662 40.567 40.478 40.397 40.322 40.252 40.19 40.134 40.079 40.02 39.952 39.868
40.8 40.917 41.06 41.213 41.341 41.451 41.552 41.644 41.728 41.809 41.892 41.979 42.068 42.16 42.256 42.35 42.438 42.522 42.603 42.682 42.761 42.829 42.88 42.914 42.935 42.946 42.954 42.963 42.965 42.956 42.932 42.891 42.829 42.755 42.682 42.609 42.535 42.456 42.368 42.275 42.186 42.098 42.012 41.928 41.848 41.77 41.699 41.634 41.577 41.524 41.468 41.407 41.345 41.291 41.252 41.234 41.242 41.257 41.255 41.235 41.193 41.129 41.04 40.938 40.833 40.724 40.611 40.492 40.367 40.235 40.095 39.949 39.796
40.8 40.896 41.019 41.162 41.314 41.443 41.548 41.644 41.731 41.811 41.888 41.968 42.05 42.136 42.226 42.32 42.412 42.498 42.582 42.662 42.741 42.819 42.887 42.938 42.974 42.996 43.012 43.03 43.049 43.061 43.061 43.047 43.015 42.963 42.899 42.837 42.775 42.71 42.636 42.549 42.458 42.37 42.285 42.204 42.126 42.051 41.98 41.912 41.848 41.789 41.735 41.682 41.625 41.57 41.525 41.497 41.491 41.511 41.535 41.541 41.523 41.481 41.413 41.317 41.203 41.085 40.964 40.839 40.707 40.569 40.425 40.276 40.123
40.8 40.875 40.977 41.101 41.243 41.412 41.558 41.666 41.755 41.837 41.91 41.982 42.057 42.136 42.218 42.304 42.395 42.484 42.57 42.651 42.731 42.809 42.887 42.955 43.006 43.042 43.068 43.09 43.119 43.151 43.174 43.187 43.185 43.166 43.126 43.078 43.035 42.989 42.936 42.87 42.787 42.698 42.613 42.533 42.458 42.387 42.321 42.257 42.193 42.128 42.066 42.006 41.947 41.884 41.826 41.781 41.755 41.756 41.781 41.804 41.803 41.778 41.73 41.656 41.553 41.431 41.302 41.167 41.026 40.879 40.724 40.565 40.409
40.8 40.854 40.934 41.037 41.16 41.301 41.47 41.605 41.708 41.795 41.873 41.943 42.012 42.085 42.161 42.242 42.327 42.416 42.506 42.59 42.672 42.751 42.829 42.907 42.975 43.026 43.063 43.091 43.117 43.152 43.189 43.218 43.237 43.241 43.228 43.196 43.158 43.124 43.086 43.039 42.978 42.897 42.809 42.726 42.648 42.576 42.509 42.447 42.386 42.322 42.258 42.194 42.131 42.065 41.997 41.937 41.891 41.865 41.864 41.886 41.906 41.901 41.871 41.816 41.734 41.621 41.489 41.349 41.201 41.047 40.889 40.728 40.569
40.8 40.832 40.889 40.97 41.073 41.195 41.336 41.51 41.652 41.757 41.84 41.914 41.981 42.047 42.116 42.19 42.269 42.352 42.441 42.529 42.613 42.695 42.774 42.852 42.929 42.997 43.048 43.086 43.117 43.148 43.189 43.233 43.27 43.296 43.308 43.303 43.283 43.259 43.238 43.211 43.173 43.117 43.04 42.954 42.873 42.799 42.731 42.668 42.611 42.553 42.491 42.427 42.361 42.294 42.222 42.149 42.085 42.038 42.01 42.004 42.019 42.032 42.021 41.984 41.923 41.838 41.729 41.604 41.475 41.34 41.199 41.053 40.907
40.8 40.821 40.842 40.882 40.942 41.021 41.126 41.255 41.396 41.514 41.611 41.7 41.779 41.851 41.921 41.995 42.073 42.156 42.243 42.335 42.427 42.514 42.597 42.678 42.758 42.836 42.905 42.957 42.994 43.021 43.045 43.075 43.108 43.132 43.145 43.143 43.124 43.083 43.035 42.991 42.944 42.891 42.824 42.741 42.652 42.567 42.486 42.41 42.338 42.272 42.207 42.142 42.078 42.016 41.957 41.898 41.835 41.778 41.734 41.712 41.716 41.743 41.765 41.764 41.739 41.69 41.613 41.505 41.378 41.245 41.108 40.965 40.815
40.8 40.833 40.851 40.872 40.912 40.971 41.049 41.153 41.281 41.421 41.537 41.633 41.72 41.798 41.869 41.937 42.01 42.087 42.169 42.255 42.347 42.439 42.525 42.609 42.689 42.769 42.847 42.916 42.968 43.006 43.033 43.059 43.092 43.128 43.155 43.171 43.172 43.155 43.119 43.075 43.035 42.993 42.942 42.878 42.796 42.707 42.623 42.543 42.468 42.399 42.334 42.27 42.206 42.142 42.08 42.019 41.958 41.894 41.835 41.791 41.767 41.771 41.796 41.818 41.815 41.789 41.738 41.662 41.557 41.432 41.3 41.161 41.016
40.8 40.845 40.874 40.893 40.914 40.955 41.014 41.093 41.196 41.323 41.462 41.577 41.671 41.756 41.833 41.902 41.969 42.041 42.117 42.197 42.283 42.374 42.464 42.55 42.633 42.713 42.792 42.87 42.939 42.991 43.029 43.058 43.086 43.122 43.16 43.191 43.209 43.214 43.201 43.169 43.132 43.097 43.06 43.013 42.951 42.871 42.782 42.699 42.622 42.549 42.481 42.419 42.357 42.294 42.23 42.166 42.104 42.041 41.973 41.913 41.868 41.843 41.843 41.865 41.886 41.881 41.852 41.799 41.719 41.609 41.479 41.341 41.196
40.8 40.857 40.898 40.928 40.948 40.971 41.013 41.073 41.152 41.255 41.382 41.519 41.632 41.725 41.808 41.883 41.951 42.017 42.088 42.162 42.242 42.326 42.415 42.504 42.59 42.671 42.751 42.829 42.907 42.975 43.027 43.065 43.095 43.125 43.164 43.206 43.24 43.263 43.272 43.265 43.24 43.211 43.184 43.153 43.111 43.053 42.974 42.887 42.806 42.73 42.66 42.596 42.536 42.477 42.415 42.35 42.285 42.221 42.153 42.083 42.021 41.974 41.948 41.944 41.963 41.98 41.972 41.939 41.88 41.796 41.683 41.554 41.419
40.8 40.868 40.921 40.962 40.994 41.015 41.042 41.086 41.147 41.227 41.331 41.457 41.594 41.706 41.796 41.877 41.951 42.017 42.082 42.152 42.225 42.302 42.385 42.472 42.56 42.643 42.724 42.802 42.879 42.956 43.023 43.075 43.113 43.144 43.177 43.219 43.265 43.304 43.332 43.347 43.346 43.331 43.313 43.297 43.275 43.241 43.189 43.113 43.027 42.948 42.876 42.81 42.749 42.694 42.637 42.576 42.511 42.444 42.376 42.304 42.228 42.163 42.115 42.086 42.076 42.086 42.095 42.081 42.044 41.982 41.896 41.784 41.654
40.8 40.88 40.944 40.996 41.038 41.072 41.097 41.126 41.173 41.237 41.319 41.423 41.549 41.683 41.794 41.883 41.962 42.034 42.1 42.164 42.231 42.303 42.379 42.459 42.544 42.629 42.71 42.789 42.866 42.942 43.018 43.084 43.135 43.173 43.205 43.241 43.288 43.339 43.383 43.418 43.44 43.447 43.443 43.439 43.436 43.426 43.403 43.359 43.289 43.206 43.131 43.063 43.001 42.946 42.895 42.842 42.782 42.717 42.647 42.575 42.495 42.413 42.344 42.294 42.262 42.244 42.245 42.244 42.222 42.177 42.112 42.025 41.916
40.8 40.879 40.964 41.036 41.094 41.138 41.174 41.204 41.239 41.29 41.357 41.442 41.548 41.671 41.8 41.91 41.998 42.074 42.144 42.208 42.271 42.337 42.407 42.48 42.558 42.639 42.721 42.8 42.877 42.952 43.026 43.1 43.166 43.217 43.257 43.292 43.333 43.385 43.442 43.493 43.535 43.566 43.585 43.598 43.613 43.628 43.644 43.653 43.646 43.608 43.548 43.488 43.431 43.379 43.332 43.29 43.245 43.19 43.124 43.046 42.952 42.857 42.747 42.66 42.593 42.543 42.509 42.49 42.472 42.437 42.385 42.313 42.222
40.8 40.854 40.933 41.018 41.089 41.147 41.193 41.231 41.264 41.301 41.355 41.424 41.51 41.615 41.736 41.863 41.971 42.059 42.134 42.203 42.266 42.329 42.394 42.463 42.535 42.611 42.691 42.771 42.848 42.924 42.998 43.072 43.145 43.21 43.262 43.304 43.341 43.384 43.439 43.499 43.553 43.599 43.634 43.66 43.682 43.706 43.738 43.777 43.82 43.852 43.849 43.816 43.783 43.746 43.708 43.673 43.642 43.609 43.567 43.517 43.453 43.371 43.269 43.166 43.071 42.986 42.911 42.849 42.804 42.762 42.711 42.649 42.578
40.8 40.83 40.885 40.964 41.048 41.119 41.178 41.224 41.264 41.299 41.338 41.393 41.464 41.55 41.654 41.774 41.899 42.008 42.095 42.169 42.238 42.301 42.364 42.429 42.501 42.578 42.652 42.731 42.81 42.886 42.961 43.034 43.107 43.18 43.246 43.299 43.341 43.381 43.426 43.483 43.545 43.602 43.652 43.691 43.722 43.752 43.786 43.835 43.901 43.978 44.038 44.061 44.053 44.042 44.025 44.003 43.98 43.961 43.94 43.912 43.876 43.826 43.759 43.676 43.588 43.503 43.424 43.351 43.288 43.237 43.189 43.134 43.071
40.8 40.805 40.836 40.892 40.971 41.055 41.127 41.187 41.235 41.276 41.311 41.352 41.408 41.479 41.565 41.669 41.789 41.914 42.022 42.109 42.184 42.253 42.317 42.379 42.446 42.523 42.605 42.686 42.763 42.841 42.917 42.991 43.064 43.136 43.209 43.275 43.329 43.372 43.414 43.461 43.52 43.585 43.645 43.697 43.74 43.776 43.814 43.861 43.931 44.03 44.136 44.219 44.264 44.278 44.286 44.286 44.278 44.268 44.26 44.251 44.236 44.213 44.178 44.127 44.062 43.989 43.916 43.843 43.772 43.707 43.65 43.596 43.537
40.8 40.78 40.786 40.818 40.875 40.956 41.042 41.115 41.176 41.225 41.266 41.302 41.343 41.399 41.47 41.557 41.662 41.783 41.909 42.017 42.105 42.181 42.25 42.314 42.377 42.444 42.52 42.602 42.683 42.761 42.839 42.914 42.988 43.061 43.133 43.206 43.273 43.326 43.369 43.41 43.456 43.514 43.578 43.637 43.688 43.73 43.764 43.799 43.842 43.905 43.993 44.09 44.166 44.204 44.212 44.214 44.209 44.197 44.182 44.171 44.158 44.14 44.108 44.065 44.008 43.936 43.858 43.781 43.706 43.634 43.569 43.508 43.45
40.8 40.755 40.736 40.743 40.776 40.835 40.919 41.007 41.082 41.145 41.195 41.236 41.271 41.311 41.367 41.438 41.526 41.633 41.755 41.883 41.993 42.081 42.158 42.228 42.293 42.357 42.423 42.494 42.569 42.644 42.723 42.802 42.879 42.954 43.028 43.101 43.174 43.239 43.292 43.333 43.371 43.414 43.467 43.527 43.581 43.627 43.662 43.688 43.711 43.737 43.771 43.814 43.864 43.902 43.904 43.876 43.847 43.815 43.781 43.748 43.72 43.69 43.651 43.604 43.544 43.465 43.368 43.269 43.177 43.093 43.017 42.953 42.903
40.8 40.717 40.636 40.573 40.536 40.53 40.556 40.614 40.687 40.757 40.823 40.882 40.932 40.971 41.01 41.064 41.136 41.226 41.334 41.46 41.594 41.705 41.791 41.863 41.927 41.983 42.039 42.101 42.169 42.246 42.33 42.42 42.51 42.596 42.679 42.759 42.838 42.916 42.985 43.039 43.083 43.124 43.17 43.227 43.289 43.343 43.386 43.416 43.434 43.446 43.457 43.468 43.47 43.46 43.428 43.364 43.286 43.215 43.15 43.092 43.038 42.99 42.939 42.88 42.815 42.745 42.67 42.583 42.496 42.427 42.375 42.336 42.314
40.8 40.699 40.591 40.488 40.408 40.358 40.341 40.358 40.411 40.48 40.548 40.615 40.673 40.717 40.743 40.766 40.804 40.861 40.939 41.039 41.16 41.291 41.398 41.486 41.564 41.632 41.691 41.748 41.814 41.889 41.975 42.068 42.168 42.268 42.362 42.452 42.538 42.622 42.705 42.778 42.835 42.879 42.919 42.96 43.01 43.061 43.103 43.133 43.147 43.144 43.126 43.104 43.083 43.056 43.017 42.961 42.884 42.797 42.716 42.64 42.57 42.504 42.443 42.383 42.322 42.259 42.196 42.133 42.063 41.992 41.932 41.889 41.868
40.8 40.681 40.556 40.425 40.301 40.207 40.145 40.118 40.128 40.181 40.253 40.322 40.387 40.447 40.492 40.512 40.523 40.548 40.594 40.663 40.757 40.877 41.007 41.107 41.195 41.274 41.342 41.4 41.459 41.532 41.616 41.711 41.815 41.925 42.035 42.137 42.234 42.327 42.416 42.504 42.581 42.641 42.688 42.727 42.767 42.811 42.855 42.889 42.91 42.914 42.898 42.862 42.82 42.78 42.735 42.682 42.616 42.533 42.443 42.357 42.274 42.195 42.12 42.05 41.983 41.919 41.857 41.8 41.742 41.678 41.613 41.559 41.522
40.8 40.662 40.52 40.373 40.22 40.079 39.969 39.891 39.844 39.831 39.864 39.937 40.016 40.088 40.15 40.195 40.207 40.2 40.21 40.243 40.303 40.391 40.51 40.64 40.738 40.827 40.906 40.974 41.034 41.099 41.177 41.268 41.372 41.486 41.61 41.733 41.848 41.955 42.056 42.154 42.248 42.331 42.395 42.445 42.485 42.522 42.561 42.597 42.622 42.633 42.625 42.596 42.542 42.479 42.418 42.355 42.287 42.21 42.122 42.029 41.937 41.847 41.759 41.673 41.592 41.519 41.454 41.394 41.336 41.273 41.2 41.122 41.052
40.8 40.644 40.483 40.319 40.151 39.979 39.825 39.708 39.62 39.556 39.52 39.521 39.561 39.622 39.696 39.771 39.836 39.877 39.898 39.967 40.087 40.252 40.459 40.713 41 41.302 41.617 41.946 42.298 42.686 43.105 43.546 44.013 44.51 45.035 45.583 46.143 46.711 47.304 47.941 48.597 49.235 49.842 50.413 50.954 51.468 51.955 52.415 52.839 53.225 53.578 53.903 54.203 54.484 54.748 54.997 55.23 55.448 55.647 55.828 55.999 56.171 56.342 56.514 56.685 56.855 57.028 57.207 57.389 57.574 57.759 57.945 58.137
40.8 40.625 40.445 40.264 40.08 39.893 39.718 39.572 39.459 39.368 39.296 39.245 39.222 39.235 39.275 39.335 39.408 39.489 39.574 39.675 39.808 39.986 40.218 40.494 40.802 41.122 41.438 41.76 42.099 42.476 42.91 43.394 43.896 44.409 44.937 45.475 46.024 46.589 47.178 47.806 48.459 49.104 49.734 50.336 50.902 51.435 51.938 52.409 52.85 53.259 53.636 53.985 54.312 54.621 54.92 55.211 55.491 55.761 56.019 56.264 56.497 56.725 56.959 57.198 57.441 57.687 57.935 58.189 58.45 58.718 58.993 59.274 59.56
