Latitude_back72hr_30m[][0] Latitude_back72hr_30m[][1] Latitude_back72hr_30m[][2] Latitude_back72hr_30m[][3] Latitude_back72hr_30m[][4] Latitude_back72hr_30m[][5] Latitude_back72hr_30m[][6] Latitude_back72hr_30m[][7] Latitude_back72hr_30m[][8] Latitude_back72hr_30m[][9] Latitude_back72hr_30m[][10] Latitude_back72hr_30m[][11] Latitude_back72hr_30m[][12] Latitude_back72hr_30m[][13] Latitude_back72hr_30m[][14] Latitude_back72hr_30m[][15] Latitude_back72hr_30m[][16] Latitude_back72hr_30m[][17] Latitude_back72hr_30m[][18] Latitude_back72hr_30m[][19] Latitude_back72hr_30m[][20] Latitude_back72hr_30m[][21] Latitude_back72hr_30m[][22] Latitude_back72hr_30m[][23] Latitude_back72hr_30m[][24] Latitude_back72hr_30m[][25] Latitude_back72hr_30m[][26] Latitude_back72hr_30m[][27] Latitude_back72hr_30m[][28] Latitude_back72hr_30m[][29] Latitude_back72hr_30m[][30] Latitude_back72hr_30m[][31] Latitude_back72hr_30m[][32] Latitude_back72hr_30m[][33] Latitude_back72hr_30m[][34] Latitude_back72hr_30m[][35] Latitude_back72hr_30m[][36] Latitude_back72hr_30m[][37] Latitude_back72hr_30m[][38] Latitude_back72hr_30m[][39] Latitude_back72hr_30m[][40] Latitude_back72hr_30m[][41] Latitude_back72hr_30m[][42] Latitude_back72hr_30m[][43] Latitude_back72hr_30m[][44] Latitude_back72hr_30m[][45] Latitude_back72hr_30m[][46] Latitude_back72hr_30m[][47] Latitude_back72hr_30m[][48] Latitude_back72hr_30m[][49] Latitude_back72hr_30m[][50] Latitude_back72hr_30m[][51] Latitude_back72hr_30m[][52] Latitude_back72hr_30m[][53] Latitude_back72hr_30m[][54] Latitude_back72hr_30m[][55] Latitude_back72hr_30m[][56] Latitude_back72hr_30m[][57] Latitude_back72hr_30m[][58] Latitude_back72hr_30m[][59] Latitude_back72hr_30m[][60] Latitude_back72hr_30m[][61] Latitude_back72hr_30m[][62] Latitude_back72hr_30m[][63] Latitude_back72hr_30m[][64] Latitude_back72hr_30m[][65] Latitude_back72hr_30m[][66] Latitude_back72hr_30m[][67] Latitude_back72hr_30m[][68] Latitude_back72hr_30m[][69] Latitude_back72hr_30m[][70] Latitude_back72hr_30m[][71] Latitude_back72hr_30m[][72]
40.8 40.737 40.661 40.569 40.459 40.33 40.185 40.022 39.846 39.673 39.517 39.385 39.284 39.21 39.162 39.139 39.138 39.155 39.185 39.23 39.296 39.387 39.505 39.64 39.786 39.944 40.115 40.303 40.509 40.73 40.961 41.197 41.429 41.621 41.763 41.883 41.999 42.129 42.28 42.447 42.622 42.804 43.001 43.213 43.437 43.677 43.937 44.231 44.568 44.937 45.331 45.74 46.16 46.577 46.982 47.382 47.783 48.184 48.586 48.984 49.377 49.768 50.155 50.537 50.913 51.297 51.7 52.121 52.559 53.012 53.481 53.955 54.432
40.8 40.746 40.679 40.597 40.497 40.374 40.228 40.06 39.87 39.665 39.488 39.337 39.222 39.15 39.116 39.109 39.127 39.166 39.226 39.307 39.41 39.534 39.682 39.856 40.054 40.268 40.497 40.741 40.999 41.271 41.544 41.806 42.057 42.298 42.527 42.744 42.953 43.161 43.369 43.564 43.761 43.955 44.148 44.347 44.55 44.755 44.969 45.201 45.467 45.764 46.077 46.408 46.759 47.127 47.501 47.867 48.226 48.578 48.928 49.281 49.633 49.98 50.323 50.662 50.993 51.315 51.647 52.006 52.389 52.791 53.208 53.635 54.07
40.8 40.755 40.697 40.625 40.535 40.423 40.285 40.119 39.928 39.722 39.539 39.375 39.236 39.131 39.068 39.041 39.043 39.069 39.116 39.184 39.272 39.381 39.512 39.668 39.844 40.037 40.243 40.466 40.705 40.961 41.235 41.511 41.777 42.032 42.275 42.508 42.728 42.938 43.145 43.348 43.54 43.739 43.937 44.133 44.337 44.543 44.752 44.97 45.205 45.476 45.778 46.1 46.442 46.802 47.179 47.559 47.931 48.294 48.651 49.004 49.36 49.715 50.063 50.409 50.751 51.087 51.413 51.747 52.105 52.487 52.889 53.305 53.733
40.8 40.745 40.672 40.579 40.467 40.336 40.187 40.022 39.849 39.688 39.547 39.429 39.336 39.265 39.219 39.199 39.205 39.233 39.281 39.345 39.426 39.525 39.644 39.785 39.949 40.137 40.345 40.567 40.803 41.053 41.314 41.58 41.842 42.092 42.333 42.562 42.782 42.996 43.21 43.427 43.646 43.87 44.098 44.331 44.575 44.835 45.106 45.383 45.663 45.944 46.231 46.531 46.845 47.172 47.508 47.849 48.19 48.532 48.881 49.24 49.611 49.994 50.382 50.771 51.16 51.551 51.945 52.345 52.758 53.191 53.644 54.116 54.604
40.8 40.738 40.666 40.583 40.482 40.362 40.24 40.114 39.982 39.85 39.734 39.638 39.565 39.515 39.488 39.482 39.496 39.527 39.574 39.633 39.704 39.787 39.887 40.004 40.14 40.295 40.472 40.669 40.884 41.112 41.348 41.589 41.833 42.075 42.31 42.539 42.761 42.981 43.201 43.423 43.65 43.882 44.119 44.362 44.606 44.857 45.122 45.399 45.686 45.979 46.278 46.588 46.91 47.242 47.582 47.927 48.271 48.616 48.969 49.334 49.711 50.1 50.495 50.889 51.284 51.682 52.085 52.495 52.91 53.335 53.775 54.227 54.689
40.8 40.73 40.653 40.571 40.481 40.375 40.276 40.169 40.064 39.962 39.87 39.798 39.747 39.719 39.711 39.724 39.752 39.794 39.847 39.909 39.979 40.055 40.141 40.242 40.359 40.491 40.641 40.808 40.993 41.191 41.398 41.612 41.835 42.064 42.295 42.522 42.747 42.97 43.193 43.419 43.651 43.889 44.133 44.384 44.636 44.884 45.136 45.405 45.687 45.98 46.282 46.594 46.916 47.249 47.588 47.933 48.28 48.624 48.974 49.335 49.71 50.097 50.49 50.885 51.283 51.684 52.09 52.503 52.922 53.343 53.77 54.211 54.661
40.8 40.723 40.639 40.552 40.464 40.372 40.287 40.2 40.123 40.057 40.003 39.965 39.948 39.952 39.973 40.01 40.061 40.119 40.182 40.25 40.322 40.398 40.477 40.564 40.665 40.779 40.907 41.049 41.206 41.376 41.558 41.75 41.954 42.167 42.39 42.617 42.844 43.071 43.299 43.53 43.769 44.015 44.27 44.531 44.791 45.042 45.289 45.546 45.82 46.107 46.407 46.719 47.041 47.371 47.71 48.053 48.397 48.74 49.085 49.438 49.805 50.186 50.577 50.972 51.37 51.77 52.171 52.578 52.991 53.406 53.822 54.247 54.685
40.8 40.716 40.626 40.534 40.441 40.349 40.272 40.199 40.14 40.097 40.071 40.064 40.077 40.109 40.159 40.221 40.293 40.372 40.452 40.532 40.611 40.691 40.771 40.851 40.936 41.035 41.147 41.272 41.409 41.562 41.73 41.911 42.103 42.307 42.521 42.745 42.975 43.205 43.436 43.671 43.912 44.163 44.424 44.69 44.95 45.201 45.447 45.692 45.95 46.224 46.514 46.817 47.131 47.451 47.781 48.118 48.455 48.791 49.126 49.464 49.81 50.173 50.551 50.941 51.338 51.733 52.128 52.525 52.928 53.334 53.743 54.155 54.577
40.8 40.709 40.613 40.515 40.418 40.322 40.241 40.171 40.118 40.083 40.068 40.075 40.104 40.151 40.21 40.279 40.355 40.437 40.523 40.609 40.693 40.775 40.858 40.941 41.024 41.113 41.217 41.336 41.47 41.619 41.783 41.962 42.151 42.349 42.557 42.774 42.999 43.227 43.455 43.685 43.919 44.16 44.411 44.667 44.92 45.168 45.408 45.642 45.873 46.114 46.372 46.648 46.936 47.235 47.54 47.854 48.18 48.508 48.834 49.157 49.478 49.808 50.155 50.52 50.899 51.29 51.683 52.072 52.461 52.853 53.251 53.654 54.062
40.8 40.708 40.607 40.506 40.407 40.309 40.21 40.144 40.091 40.058 40.048 40.061 40.096 40.146 40.209 40.281 40.36 40.445 40.535 40.629 40.723 40.814 40.902 40.988 41.073 41.156 41.247 41.356 41.481 41.621 41.777 41.948 42.131 42.324 42.525 42.734 42.95 43.174 43.4 43.626 43.855 44.087 44.325 44.571 44.819 45.064 45.303 45.536 45.762 45.982 46.212 46.462 46.728 47.008 47.296 47.591 47.896 48.213 48.536 48.856 49.171 49.483 49.803 50.141 50.498 50.871 51.258 51.65 52.039 52.425 52.814 53.208 53.61
40.8 40.714 40.612 40.507 40.405 40.304 40.205 40.132 40.066 40.023 40.002 40.004 40.026 40.063 40.115 40.179 40.251 40.329 40.412 40.499 40.589 40.681 40.771 40.858 40.944 41.027 41.109 41.198 41.307 41.437 41.588 41.755 41.937 42.13 42.328 42.531 42.739 42.953 43.171 43.392 43.611 43.832 44.055 44.283 44.517 44.754 44.989 45.221 45.447 45.666 45.878 46.091 46.318 46.562 46.821 47.092 47.37 47.659 47.965 48.283 48.604 48.919 49.223 49.53 49.855 50.2 50.564 50.945 51.338 51.733 52.128 52.524 52.926
40.8 40.72 40.622 40.517 40.412 40.311 40.214 40.123 40.037 39.954 39.864 39.757 39.642 39.526 39.419 39.375 39.34 39.326 39.328 39.344 39.371 39.407 39.453 39.509 39.572 39.642 39.718 39.799 39.886 39.983 40.089 40.205 40.333 40.473 40.632 40.817 41.029 41.265 41.518 41.78 42.041 42.29 42.528 42.759 42.986 43.209 43.43 43.653 43.879 44.11 44.343 44.576 44.808 45.05 45.307 45.58 45.87 46.181 46.513 46.859 47.213 47.574 47.942 48.32 48.704 49.085 49.466 49.852 50.247 50.648 51.046 51.429 51.806
40.8 40.725 40.632 40.532 40.429 40.332 40.242 40.157 40.074 39.994 39.914 39.829 39.725 39.615 39.509 39.408 39.314 39.23 39.162 39.109 39.071 39.047 39.035 39.04 39.066 39.11 39.169 39.241 39.324 39.416 39.514 39.619 39.728 39.841 39.959 40.088 40.234 40.401 40.595 40.819 41.075 41.342 41.603 41.857 42.104 42.343 42.569 42.772 42.956 43.131 43.301 43.474 43.656 43.848 44.053 44.271 44.518 44.796 45.098 45.435 45.813 46.23 46.678 47.143 47.608 48.059 48.493 48.915 49.332 49.758 50.196 50.631 51.049
40.8 40.73 40.642 40.547 40.453 40.357 40.264 40.176 40.091 40.008 39.928 39.85 39.767 39.671 39.574 39.479 39.39 39.308 39.238 39.183 39.142 39.115 39.101 39.099 39.113 39.146 39.194 39.254 39.327 39.411 39.503 39.601 39.705 39.813 39.926 40.043 40.171 40.316 40.484 40.679 40.905 41.16 41.424 41.681 41.931 42.174 42.409 42.63 42.827 43.007 43.177 43.343 43.51 43.689 43.878 44.08 44.296 44.53 44.794 45.089 45.42 45.794 46.206 46.652 47.118 47.587 48.042 48.478 48.901 49.318 49.743 50.18 50.612
40.8 40.736 40.652 40.563 40.476 40.386 40.292 40.2 40.111 40.025 39.933 39.85 39.772 39.698 39.618 39.539 39.465 39.4 39.343 39.296 39.26 39.236 39.222 39.215 39.22 39.24 39.276 39.325 39.387 39.461 39.545 39.636 39.732 39.833 39.938 40.047 40.159 40.282 40.425 40.592 40.786 41.012 41.264 41.522 41.774 42.018 42.255 42.485 42.693 42.878 43.048 43.208 43.366 43.531 43.709 43.899 44.102 44.318 44.552 44.808 45.094 45.417 45.786 46.194 46.636 47.098 47.566 48.021 48.457 48.88 49.296 49.718 50.15
40.8 40.76 40.712 40.655 40.59 40.517 40.433 40.339 40.245 40.155 40.066 39.98 39.9 39.823 39.748 39.664 39.58 39.5 39.426 39.364 39.312 39.272 39.244 39.226 39.215 39.216 39.234 39.269 39.316 39.377 39.449 39.531 39.62 39.715 39.814 39.918 40.025 40.137 40.259 40.401 40.567 40.76 40.986 41.238 41.497 41.75 41.995 42.233 42.463 42.671 42.853 43.022 43.181 43.34 43.507 43.687 43.879 44.085 44.302 44.537 44.792 45.073 45.391 45.755 46.161 46.599 47.058 47.525 47.981 48.416 48.838 49.253 49.672
40.8 40.77 40.73 40.68 40.621 40.554 40.479 40.393 40.299 40.204 40.112 40.023 39.939 39.862 39.792 39.724 39.653 39.583 39.519 39.461 39.408 39.364 39.332 39.31 39.3 39.297 39.306 39.328 39.365 39.414 39.477 39.55 39.633 39.723 39.817 39.915 40.017 40.122 40.23 40.35 40.49 40.655 40.849 41.073 41.321 41.575 41.823 42.063 42.297 42.52 42.719 42.894 43.054 43.206 43.359 43.524 43.703 43.894 44.099 44.316 44.55 44.806 45.086 45.405 45.769 46.175 46.614 47.072 47.538 47.994 48.429 48.851 49.266
40.8 40.781 40.751 40.708 40.655 40.594 40.524 40.447 40.359 40.264 40.168 40.075 39.985 39.906 39.831 39.765 39.703 39.641 39.584 39.53 39.481 39.438 39.403 39.38 39.367 39.365 39.372 39.388 39.415 39.456 39.509 39.575 39.651 39.736 39.826 39.92 40.018 40.119 40.223 40.329 40.447 40.586 40.75 40.943 41.166 41.41 41.658 41.901 42.136 42.365 42.581 42.773 42.94 43.093 43.239 43.387 43.548 43.724 43.914 44.116 44.332 44.565 44.821 45.103 45.423 45.788 46.195 46.635 47.094 47.561 48.017 48.453 48.875
40.8 40.791 40.771 40.738 40.693 40.638 40.573 40.501 40.421 40.331 40.234 40.137 40.044 39.959 39.886 39.815 39.755 39.699 39.646 39.596 39.55 39.508 39.473 39.446 39.431 39.426 39.432 39.448 39.468 39.499 39.543 39.601 39.669 39.747 39.832 39.922 40.016 40.112 40.212 40.314 40.417 40.533 40.669 40.831 41.023 41.241 41.479 41.722 41.959 42.19 42.414 42.621 42.804 42.961 43.105 43.241 43.385 43.543 43.719 43.907 44.109 44.325 44.558 44.814 45.096 45.416 45.781 46.188 46.628 47.088 47.555 48.012 48.448
40.8 40.801 40.791 40.768 40.733 40.685 40.626 40.559 40.484 40.401 40.308 40.209 40.112 40.025 39.946 39.877 39.816 39.762 39.711 39.664 39.62 39.58 39.545 39.516 39.496 39.488 39.489 39.499 39.519 39.543 39.577 39.625 39.684 39.754 39.832 39.916 40.004 40.096 40.191 40.289 40.388 40.489 40.6 40.733 40.891 41.078 41.289 41.521 41.757 41.988 42.213 42.428 42.626 42.797 42.943 43.076 43.207 43.348 43.507 43.684 43.874 44.078 44.295 44.529 44.785 45.065 45.384 45.748 46.153 46.592 47.052 47.518 47.975
40.8 40.811 40.811 40.798 40.772 40.734 40.683 40.621 40.55 40.472 40.386 40.29 40.191 40.099 40.019 39.947 39.884 39.829 39.779 39.733 39.691 39.653 39.618 39.589 39.566 39.552 39.548 39.552 39.565 39.586 39.614 39.654 39.707 39.769 39.839 39.917 40.001 40.09 40.183 40.277 40.373 40.472 40.574 40.69 40.832 41.004 41.205 41.43 41.673 41.919 42.156 42.385 42.609 42.826 43.019 43.186 43.335 43.472 43.611 43.762 43.926 44.1 44.285 44.49 44.723 44.981 45.268 45.595 45.968 46.38 46.823 47.285 47.752
40.8 40.819 40.824 40.816 40.799 40.769 40.726 40.671 40.605 40.53 40.448 40.357 40.263 40.171 40.088 40.015 39.951 39.895 39.845 39.801 39.761 39.725 39.692 39.664 39.641 39.625 39.616 39.616 39.625 39.641 39.665 39.696 39.732 39.783 39.837 39.897 39.961 40.031 40.107 40.189 40.28 40.376 40.475 40.574 40.68 40.8 40.94 41.105 41.293 41.499 41.711 41.921 42.125 42.315 42.484 42.625 42.743 42.855 42.977 43.119 43.282 43.464 43.662 43.875 44.099 44.335 44.589 44.865 45.177 45.534 45.933 46.368 46.825
40.8 40.83 40.844 40.844 40.831 40.809 40.775 40.728 40.669 40.599 40.52 40.434 40.345 40.256 40.172 40.095 40.028 39.97 39.919 39.873 39.833 39.796 39.763 39.734 39.71 39.692 39.679 39.673 39.676 39.687 39.706 39.73 39.761 39.805 39.852 39.903 39.96 40.023 40.091 40.161 40.237 40.321 40.411 40.508 40.607 40.71 40.821 40.947 41.09 41.254 41.434 41.622 41.81 41.993 42.163 42.314 42.437 42.537 42.64 42.761 42.907 43.076 43.265 43.47 43.687 43.915 44.154 44.406 44.675 44.98 45.33 45.723 46.152
40.8 40.84 40.865 40.875 40.869 40.851 40.823 40.785 40.734 40.671 40.597 40.515 40.429 40.345 40.263 40.184 40.113 40.051 39.997 39.949 39.907 39.87 39.836 39.806 39.78 39.759 39.744 39.733 39.729 39.734 39.747 39.767 39.798 39.833 39.872 39.923 39.976 40.037 40.099 40.164 40.231 40.305 40.386 40.475 40.569 40.665 40.765 40.874 40.998 41.142 41.305 41.484 41.67 41.856 42.036 42.204 42.35 42.467 42.564 42.665 42.785 42.931 43.101 43.291 43.495 43.712 43.94 44.187 44.454 44.741 45.061 45.423 45.825
40.8 40.85 40.886 40.906 40.909 40.897 40.873 40.841 40.798 40.743 40.675 40.598 40.516 40.435 40.356 40.278 40.204 40.137 40.079 40.029 39.984 39.945 39.91 39.878 39.85 39.826 39.808 39.795 39.786 39.784 39.79 39.804 39.825 39.852 39.886 39.927 39.977 40.033 40.092 40.154 40.216 40.282 40.354 40.434 40.521 40.614 40.709 40.807 40.914 41.038 41.182 41.345 41.524 41.71 41.895 42.073 42.239 42.382 42.497 42.591 42.69 42.81 42.956 43.126 43.316 43.52 43.736 43.964 44.21 44.477 44.765 45.085 45.447
40.8 40.861 40.907 40.937 40.951 40.946 40.927 40.896 40.857 40.81 40.75 40.679 40.602 40.525 40.447 40.372 40.299 40.229 40.166 40.111 40.064 40.022 39.985 39.951 39.921 39.895 39.875 39.859 39.847 39.84 39.839 39.846 39.861 39.883 39.911 39.946 39.986 40.032 40.086 40.143 40.202 40.263 40.327 40.399 40.478 40.564 40.655 40.748 40.845 40.951 41.075 41.219 41.383 41.562 41.747 41.931 42.109 42.272 42.413 42.525 42.617 42.715 42.835 42.98 43.15 43.339 43.543 43.759 43.987 44.232 44.5 44.787 45.108
40.8 40.871 40.927 40.968 40.992 40.999 40.987 40.959 40.922 40.876 40.822 40.759 40.689 40.615 40.54 40.466 40.394 40.325 40.259 40.199 40.147 40.101 40.061 40.025 39.993 39.966 39.943 39.924 39.91 39.9 39.894 39.893 39.901 39.916 39.938 39.967 40.002 40.043 40.093 40.145 40.2 40.258 40.317 40.379 40.449 40.526 40.61 40.699 40.789 40.883 40.988 41.111 41.254 41.416 41.594 41.777 41.959 42.133 42.293 42.43 42.538 42.627 42.724 42.844 42.99 43.161 43.351 43.555 43.771 44.009 44.267 44.541 44.835
40.8 40.874 40.933 40.963 40.967 40.946 40.902 40.841 40.768 40.692 40.615 40.54 40.468 40.402 40.342 40.289 40.242 40.201 40.166 40.136 40.112 40.093 40.08 40.072 40.068 40.069 40.076 40.09 40.111 40.14 40.177 40.221 40.272 40.326 40.383 40.443 40.505 40.568 40.634 40.702 40.772 40.843 40.914 40.986 41.064 41.154 41.256 41.369 41.493 41.629 41.782 41.955 42.144 42.342 42.548 42.764 42.99 43.218 43.445 43.668 43.884 44.092 44.305 44.536 44.785 45.048 45.321 45.599 45.884 46.185 46.508 46.859 47.242
40.8 40.87 40.937 40.985 41.006 41.002 40.976 40.931 40.869 40.798 40.725 40.654 40.585 40.522 40.465 40.416 40.373 40.336 40.305 40.28 40.259 40.243 40.233 40.227 40.226 40.229 40.236 40.249 40.27 40.298 40.334 40.38 40.434 40.494 40.557 40.623 40.691 40.759 40.828 40.898 40.971 41.046 41.123 41.202 41.281 41.366 41.461 41.567 41.682 41.806 41.94 42.09 42.257 42.436 42.626 42.83 43.047 43.272 43.498 43.722 43.941 44.155 44.367 44.586 44.822 45.074 45.339 45.611 45.885 46.168 46.469 46.794 47.149
40.8 40.866 40.933 40.992 41.032 41.047 41.038 41.01 40.963 40.9 40.831 40.761 40.694 40.631 40.575 40.527 40.487 40.454 40.426 40.403 40.386 40.374 40.366 40.362 40.363 40.369 40.378 40.391 40.409 40.436 40.47 40.513 40.566 40.628 40.698 40.769 40.842 40.916 40.991 41.066 41.143 41.223 41.306 41.39 41.477 41.565 41.657 41.758 41.868 41.985 42.109 42.241 42.386 42.548 42.726 42.921 43.13 43.35 43.576 43.803 44.027 44.25 44.472 44.693 44.919 45.163 45.42 45.686 45.957 46.23 46.512 46.816 47.148
40.8 40.862 40.928 40.989 41.042 41.076 41.085 41.073 41.043 40.994 40.931 40.863 40.796 40.733 40.675 40.626 40.587 40.555 40.529 40.509 40.495 40.485 40.48 40.479 40.482 40.489 40.5 40.514 40.532 40.556 40.587 40.628 40.677 40.736 40.806 40.881 40.957 41.035 41.113 41.192 41.272 41.354 41.44 41.529 41.62 41.713 41.808 41.908 42.014 42.126 42.244 42.368 42.498 42.642 42.809 42.994 43.195 43.409 43.633 43.863 44.093 44.326 44.559 44.791 45.019 45.254 45.504 45.764 46.03 46.299 46.57 46.854 47.163
40.8 40.858 40.923 40.987 41.043 41.088 41.116 41.121 41.108 41.075 41.025 40.962 40.895 40.831 40.772 40.72 40.678 40.646 40.622 40.604 40.591 40.584 40.581 40.582 40.587 40.596 40.608 40.624 40.643 40.666 40.694 40.73 40.776 40.83 40.893 40.965 41.043 41.122 41.202 41.283 41.366 41.45 41.536 41.626 41.72 41.816 41.915 42.017 42.122 42.232 42.347 42.466 42.591 42.727 42.881 43.056 43.248 43.455 43.673 43.902 44.138 44.379 44.622 44.865 45.106 45.341 45.582 45.833 46.092 46.355 46.623 46.895 47.183
40.8 40.854 40.919 40.984 41.044 41.095 41.134 41.156 41.16 41.143 41.107 41.056 40.994 40.928 40.867 40.813 40.769 40.733 40.708 40.692 40.68 40.674 40.673 40.676 40.683 40.693 40.707 40.724 40.744 40.768 40.795 40.827 40.866 40.913 40.968 41.033 41.106 41.186 41.266 41.348 41.432 41.517 41.604 41.694 41.788 41.886 41.986 42.091 42.197 42.307 42.422 42.54 42.665 42.798 42.943 43.106 43.289 43.488 43.7 43.924 44.16 44.407 44.659 44.912 45.163 45.411 45.651 45.891 46.139 46.392 46.651 46.914 47.179
40.8 40.845 40.906 40.97 41.033 41.093 41.149 41.198 41.232 41.242 41.229 41.196 41.147 41.087 41.024 40.967 40.916 40.874 40.839 40.813 40.794 40.78 40.773 40.77 40.772 40.779 40.79 40.806 40.826 40.85 40.878 40.908 40.942 40.982 41.028 41.081 41.142 41.211 41.285 41.36 41.437 41.515 41.595 41.677 41.761 41.848 41.937 42.03 42.125 42.223 42.324 42.429 42.539 42.654 42.776 42.908 43.058 43.229 43.42 43.627 43.847 44.08 44.325 44.575 44.826 45.077 45.324 45.564 45.805 46.055 46.312 46.574 46.84
40.8 40.837 40.894 40.958 41.022 41.085 41.144 41.199 41.248 41.281 41.288 41.271 41.236 41.188 41.131 41.072 41.019 40.973 40.935 40.904 40.882 40.866 40.855 40.85 40.849 40.853 40.862 40.874 40.891 40.912 40.937 40.964 40.995 41.03 41.07 41.116 41.168 41.228 41.296 41.368 41.442 41.518 41.595 41.675 41.755 41.839 41.924 42.013 42.104 42.199 42.297 42.398 42.503 42.613 42.729 42.853 42.988 43.139 43.313 43.505 43.713 43.934 44.17 44.419 44.672 44.927 45.18 45.43 45.671 45.91 46.157 46.409 46.666
40.8 40.829 40.881 40.943 41.008 41.072 41.134 41.193 41.247 41.295 41.323 41.323 41.302 41.266 41.22 41.166 41.111 41.062 41.019 40.983 40.955 40.934 40.92 40.911 40.906 40.907 40.912 40.923 40.937 40.956 40.978 41.003 41.032 41.063 41.098 41.137 41.183 41.235 41.294 41.36 41.432 41.505 41.58 41.657 41.736 41.817 41.9 41.986 42.075 42.167 42.262 42.361 42.464 42.57 42.682 42.8 42.928 43.065 43.22 43.396 43.591 43.8 44.023 44.263 44.516 44.773 45.031 45.287 45.539 45.78 46.017 46.262 46.512
40.8 40.821 40.867 40.926 40.991 41.057 41.122 41.183 41.242 41.295 41.336 41.353 41.347 41.323 41.287 41.243 41.192 41.14 41.094 41.054 41.021 40.996 40.978 40.966 40.959 40.957 40.96 40.968 40.98 40.997 41.018 41.041 41.068 41.097 41.128 41.163 41.202 41.247 41.299 41.357 41.424 41.495 41.568 41.643 41.721 41.8 41.882 41.967 42.054 42.145 42.238 42.336 42.438 42.543 42.653 42.77 42.893 43.025 43.167 43.326 43.507 43.705 43.918 44.146 44.392 44.65 44.913 45.175 45.436 45.689 45.928 46.162 46.404
40.8 40.813 40.852 40.908 40.972 41.039 41.106 41.171 41.233 41.29 41.337 41.365 41.373 41.361 41.336 41.3 41.257 41.209 41.16 41.117 41.08 41.05 41.028 41.013 41.005 41.002 41.004 41.01 41.022 41.038 41.057 41.08 41.105 41.132 41.161 41.193 41.228 41.267 41.312 41.364 41.423 41.489 41.561 41.635 41.712 41.791 41.872 41.956 42.043 42.134 42.227 42.325 42.427 42.533 42.644 42.761 42.883 43.013 43.152 43.301 43.467 43.654 43.857 44.076 44.311 44.565 44.832 45.101 45.37 45.634 45.886 46.122 46.353
40.8 40.805 40.838 40.89 40.952 41.02 41.089 41.157 41.221 41.283 41.335 41.37 41.388 41.388 41.372 41.345 41.31 41.269 41.222 41.175 41.135 41.101 41.075 41.056 41.046 41.042 41.043 41.048 41.059 41.074 41.093 41.115 41.14 41.166 41.194 41.224 41.255 41.29 41.329 41.375 41.427 41.487 41.554 41.627 41.703 41.782 41.863 41.947 42.034 42.124 42.218 42.316 42.418 42.525 42.638 42.756 42.878 43.007 43.144 43.291 43.447 43.621 43.814 44.024 44.25 44.494 44.757 45.031 45.308 45.582 45.847 46.097 46.33
40.8 40.795 40.793 40.805 40.829 40.867 40.917 40.983 41.055 41.125 41.191 41.251 41.296 41.321 41.327 41.314 41.288 41.253 41.211 41.163 41.115 41.072 41.037 41.008 40.988 40.975 40.969 40.968 40.972 40.981 40.994 41.013 41.036 41.062 41.09 41.119 41.15 41.182 41.217 41.256 41.3 41.35 41.407 41.471 41.54 41.612 41.687 41.764 41.845 41.928 42.013 42.102 42.195 42.291 42.391 42.496 42.605 42.719 42.839 42.967 43.103 43.249 43.412 43.596 43.797 44.014 44.247 44.499 44.764 45.031 45.299 45.562 45.816
40.8 40.805 40.802 40.805 40.82 40.848 40.888 40.939 41.004 41.077 41.147 41.213 41.269 41.307 41.327 41.328 41.313 41.286 41.251 41.209 41.162 41.115 41.074 41.04 41.014 40.995 40.985 40.982 40.983 40.99 41.001 41.018 41.039 41.065 41.092 41.12 41.15 41.181 41.214 41.249 41.287 41.331 41.382 41.439 41.503 41.573 41.646 41.722 41.8 41.882 41.967 42.054 42.145 42.24 42.338 42.441 42.55 42.663 42.781 42.904 43.036 43.176 43.326 43.493 43.681 43.886 44.107 44.344 44.601 44.871 45.142 45.413 45.678
40.8 40.815 40.821 40.821 40.827 40.845 40.875 40.916 40.968 41.029 41.101 41.171 41.236 41.287 41.32 41.336 41.334 41.317 41.289 41.254 41.213 41.166 41.12 41.081 41.048 41.023 41.007 40.998 40.996 40.999 41.007 41.021 41.039 41.062 41.089 41.116 41.145 41.174 41.205 41.236 41.27 41.309 41.354 41.406 41.466 41.535 41.609 41.685 41.765 41.848 41.933 42.022 42.114 42.211 42.312 42.418 42.528 42.645 42.766 42.892 43.024 43.164 43.313 43.472 43.647 43.843 44.055 44.284 44.53 44.795 45.072 45.35 45.625
40.8 40.824 40.839 40.847 40.85 40.857 40.877 40.908 40.949 41.001 41.06 41.128 41.197 41.26 41.31 41.341 41.355 41.353 41.336 41.309 41.275 41.234 41.189 41.144 41.104 41.072 41.047 41.03 41.02 41.017 41.019 41.026 41.038 41.055 41.077 41.104 41.133 41.163 41.194 41.226 41.259 41.294 41.333 41.376 41.426 41.482 41.545 41.614 41.686 41.761 41.839 41.92 42.004 42.091 42.182 42.276 42.374 42.477 42.585 42.698 42.816 42.94 43.072 43.213 43.364 43.532 43.72 43.926 44.148 44.387 44.646 44.918 45.191
