Longitude_back72hr_30m[][0] Longitude_back72hr_30m[][1] Longitude_back72hr_30m[][2] Longitude_back72hr_30m[][3] Longitude_back72hr_30m[][4] Longitude_back72hr_30m[][5] Longitude_back72hr_30m[][6] Longitude_back72hr_30m[][7] Longitude_back72hr_30m[][8] Longitude_back72hr_30m[][9] Longitude_back72hr_30m[][10] Longitude_back72hr_30m[][11] Longitude_back72hr_30m[][12] Longitude_back72hr_30m[][13] Longitude_back72hr_30m[][14] Longitude_back72hr_30m[][15] Longitude_back72hr_30m[][16] Longitude_back72hr_30m[][17] Longitude_back72hr_30m[][18] Longitude_back72hr_30m[][19] Longitude_back72hr_30m[][20] Longitude_back72hr_30m[][21] Longitude_back72hr_30m[][22] Longitude_back72hr_30m[][23] Longitude_back72hr_30m[][24] Longitude_back72hr_30m[][25] Longitude_back72hr_30m[][26] Longitude_back72hr_30m[][27] Longitude_back72hr_30m[][28] Longitude_back72hr_30m[][29] Longitude_back72hr_30m[][30] Longitude_back72hr_30m[][31] Longitude_back72hr_30m[][32] Longitude_back72hr_30m[][33] Longitude_back72hr_30m[][34] Longitude_back72hr_30m[][35] Longitude_back72hr_30m[][36] Longitude_back72hr_30m[][37] Longitude_back72hr_30m[][38] Longitude_back72hr_30m[][39] Longitude_back72hr_30m[][40] Longitude_back72hr_30m[][41] Longitude_back72hr_30m[][42] Longitude_back72hr_30m[][43] Longitude_back72hr_30m[][44] Longitude_back72hr_30m[][45] Longitude_back72hr_30m[][46] Longitude_back72hr_30m[][47] Longitude_back72hr_30m[][48] Longitude_back72hr_30m[][49] Longitude_back72hr_30m[][50] Longitude_back72hr_30m[][51] Longitude_back72hr_30m[][52] Longitude_back72hr_30m[][53] Longitude_back72hr_30m[][54] Longitude_back72hr_30m[][55] Longitude_back72hr_30m[][56] Longitude_back72hr_30m[][57] Longitude_back72hr_30m[][58] Longitude_back72hr_30m[][59] Longitude_back72hr_30m[][60] Longitude_back72hr_30m[][61] Longitude_back72hr_30m[][62] Longitude_back72hr_30m[][63] Longitude_back72hr_30m[][64] Longitude_back72hr_30m[][65] Longitude_back72hr_30m[][66] Longitude_back72hr_30m[][67] Longitude_back72hr_30m[][68] Longitude_back72hr_30m[][69] Longitude_back72hr_30m[][70] Longitude_back72hr_30m[][71] Longitude_back72hr_30m[][72]
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72
-74 -74.199 -74.394 -74.578 -74.733 -74.867 -74.989 -75.1 -75.202 -75.3 -75.403 -75.538 -75.677 -75.804 -75.914 -76.008 -76.086 -76.15 -76.201 -76.238 -76.262 -76.274 -76.28 -76.282 -76.281 -76.277 -76.273 -76.271 -76.275 -76.284 -76.297 -76.314 -76.336 -76.352 -76.35 -76.333 -76.299 -76.249 -76.187 -76.127 -76.081 -76.047 -76.026 -76.018 -76.027 -76.044 -76.058 -76.066 -76.066 -76.057 -76.041 -76.018 -75.989 -75.953 -75.909 -75.854 -75.787 -75.714 -75.64 -75.564 -75.488 -75.414 -75.343 -75.273 -75.198 -75.116 -75.024 -74.92 -74.8 -74.656 -74.482 -74.274 -74.033
-74 -74.194 -74.383 -74.57 -74.748 -74.9 -75.03 -75.149 -75.257 -75.357 -75.453 -75.559 -75.693 -75.825 -75.943 -76.043 -76.128 -76.197 -76.252 -76.295 -76.326 -76.344 -76.35 -76.35 -76.347 -76.341 -76.333 -76.326 -76.323 -76.325 -76.332 -76.344 -76.36 -76.38 -76.394 -76.391 -76.372 -76.336 -76.283 -76.218 -76.156 -76.107 -76.071 -76.047 -76.038 -76.045 -76.062 -76.075 -76.082 -76.082 -76.073 -76.055 -76.031 -76.002 -75.966 -75.92 -75.865 -75.799 -75.725 -75.65 -75.573 -75.496 -75.422 -75.351 -75.28 -75.203 -75.12 -75.027 -74.921 -74.798 -74.653 -74.477 -74.268
-74 -74.189 -74.373 -74.553 -74.732 -74.905 -75.053 -75.181 -75.295 -75.401 -75.499 -75.594 -75.703 -75.835 -75.959 -76.067 -76.159 -76.233 -76.293 -76.341 -76.377 -76.402 -76.414 -76.414 -76.41 -76.402 -76.392 -76.381 -76.372 -76.368 -76.368 -76.374 -76.385 -76.4 -76.419 -76.432 -76.428 -76.407 -76.368 -76.314 -76.246 -76.181 -76.129 -76.091 -76.066 -76.055 -76.061 -76.076 -76.088 -76.095 -76.093 -76.084 -76.065 -76.041 -76.011 -75.974 -75.928 -75.872 -75.805 -75.731 -75.655 -75.578 -75.5 -75.425 -75.354 -75.282 -75.204 -75.119 -75.024 -74.916 -74.792 -74.644 -74.467
-74 -74.185 -74.362 -74.535 -74.707 -74.881 -75.048 -75.194 -75.318 -75.429 -75.532 -75.628 -75.721 -75.83 -75.956 -76.072 -76.171 -76.253 -76.319 -76.371 -76.412 -76.442 -76.462 -76.47 -76.465 -76.457 -76.445 -76.432 -76.419 -76.408 -76.403 -76.403 -76.408 -76.418 -76.432 -76.45 -76.462 -76.457 -76.435 -76.395 -76.338 -76.269 -76.201 -76.147 -76.107 -76.08 -76.068 -76.072 -76.085 -76.097 -76.103 -76.101 -76.091 -76.072 -76.046 -76.016 -75.979 -75.933 -75.876 -75.809 -75.735 -75.658 -75.58 -75.502 -75.426 -75.354 -75.281 -75.203 -75.116 -75.02 -74.91 -74.784 -74.634
-74 -74.18 -74.352 -74.519 -74.683 -74.848 -75.016 -75.178 -75.321 -75.442 -75.55 -75.65 -75.745 -75.836 -75.944 -76.065 -76.172 -76.261 -76.334 -76.392 -76.438 -76.473 -76.498 -76.513 -76.517 -76.508 -76.496 -76.481 -76.465 -76.45 -76.439 -76.432 -76.431 -76.436 -76.445 -76.459 -76.477 -76.488 -76.481 -76.458 -76.417 -76.359 -76.287 -76.218 -76.162 -76.12 -76.092 -76.078 -76.081 -76.093 -76.103 -76.108 -76.105 -76.094 -76.075 -76.049 -76.019 -75.981 -75.934 -75.877 -75.81 -75.735 -75.658 -75.579 -75.501 -75.424 -75.351 -75.278 -75.198 -75.111 -75.013 -74.902 -74.774
-74 -74.202 -74.442 -74.693 -74.946 -75.196 -75.441 -75.677 -75.896 -76.094 -76.274 -76.438 -76.575 -76.676 -76.744 -76.793 -76.828 -76.853 -76.87 -76.879 -76.88 -76.878 -76.871 -76.859 -76.839 -76.809 -76.77 -76.729 -76.69 -76.656 -76.63 -76.613 -76.606 -76.604 -76.609 -76.618 -76.63 -76.644 -76.647 -76.635 -76.607 -76.558 -76.488 -76.402 -76.317 -76.246 -76.188 -76.146 -76.118 -76.107 -76.104 -76.099 -76.091 -76.079 -76.062 -76.037 -76.006 -75.968 -75.923 -75.869 -75.807 -75.734 -75.654 -75.571 -75.487 -75.402 -75.32 -75.24 -75.158 -75.069 -74.971 -74.86 -74.735
-74 -74.19 -74.422 -74.673 -74.927 -75.178 -75.422 -75.658 -75.882 -76.089 -76.279 -76.453 -76.605 -76.728 -76.817 -76.877 -76.918 -76.943 -76.957 -76.961 -76.956 -76.946 -76.933 -76.917 -76.895 -76.867 -76.826 -76.777 -76.727 -76.682 -76.643 -76.613 -76.595 -76.586 -76.585 -76.589 -76.598 -76.611 -76.625 -76.627 -76.613 -76.583 -76.533 -76.461 -76.373 -76.285 -76.21 -76.15 -76.103 -76.071 -76.054 -76.045 -76.034 -76.021 -76.003 -75.979 -75.946 -75.905 -75.859 -75.805 -75.743 -75.672 -75.592 -75.507 -75.42 -75.332 -75.246 -75.162 -75.081 -74.999 -74.909 -74.81 -74.698
-74 -74.178 -74.4 -74.646 -74.9 -75.152 -75.397 -75.633 -75.857 -76.068 -76.265 -76.447 -76.61 -76.748 -76.856 -76.931 -76.98 -77.008 -77.022 -77.025 -77.017 -77.002 -76.982 -76.959 -76.933 -76.902 -76.863 -76.81 -76.749 -76.689 -76.635 -76.59 -76.556 -76.534 -76.524 -76.521 -76.525 -76.534 -76.546 -76.561 -76.564 -76.551 -76.52 -76.469 -76.396 -76.307 -76.217 -76.141 -76.078 -76.028 -75.992 -75.969 -75.954 -75.936 -75.915 -75.89 -75.856 -75.813 -75.761 -75.704 -75.639 -75.567 -75.487 -75.401 -75.31 -75.22 -75.131 -75.045 -74.962 -74.882 -74.8 -74.712 -74.613
-74 -74.165 -74.377 -74.614 -74.864 -75.117 -75.364 -75.601 -75.826 -76.038 -76.238 -76.426 -76.596 -76.745 -76.867 -76.959 -77.018 -77.051 -77.066 -77.067 -77.057 -77.038 -77.012 -76.982 -76.949 -76.912 -76.869 -76.815 -76.747 -76.67 -76.596 -76.531 -76.476 -76.435 -76.408 -76.394 -76.388 -76.39 -76.399 -76.413 -76.43 -76.437 -76.425 -76.395 -76.344 -76.273 -76.184 -76.095 -76.019 -75.955 -75.903 -75.862 -75.833 -75.811 -75.785 -75.755 -75.718 -75.672 -75.616 -75.552 -75.483 -75.408 -75.327 -75.24 -75.149 -75.057 -74.967 -74.881 -74.798 -74.718 -74.637 -74.549 -74.447
-74 -74.153 -74.353 -74.582 -74.824 -75.074 -75.321 -75.56 -75.786 -75.999 -76.2 -76.39 -76.566 -76.724 -76.856 -76.96 -77.031 -77.071 -77.086 -77.087 -77.077 -77.056 -77.027 -76.992 -76.952 -76.909 -76.86 -76.804 -76.736 -76.652 -76.559 -76.47 -76.392 -76.328 -76.279 -76.247 -76.229 -76.221 -76.222 -76.23 -76.246 -76.267 -76.279 -76.271 -76.244 -76.197 -76.129 -76.044 -75.96 -75.886 -75.823 -75.77 -75.726 -75.693 -75.664 -75.632 -75.593 -75.546 -75.491 -75.426 -75.355 -75.279 -75.2 -75.116 -75.03 -74.942 -74.856 -74.773 -74.689 -74.6 -74.506 -74.407 -74.3
-74 -74.14 -74.329 -74.549 -74.784 -75.027 -75.271 -75.51 -75.738 -75.953 -76.153 -76.34 -76.514 -76.673 -76.811 -76.923 -77.007 -77.061 -77.084 -77.086 -77.077 -77.057 -77.029 -76.992 -76.945 -76.881 -76.796 -76.689 -76.559 -76.402 -76.214 -76.004 -75.789 -75.567 -75.335 -75.089 -74.826 -74.56 -74.308 -74.071 -73.847 -73.637 -73.446 -73.282 -73.142 -73.012 -72.878 -72.727 -72.554 -72.37 -72.183 -71.992 -71.792 -71.58 -71.354 -71.121 -70.889 -70.659 -70.427 -70.194 -69.959 -69.721 -69.48 -69.231 -68.974 -68.717 -68.464 -68.233 -68.036 -67.873 -67.745 -67.65 -67.59
-74 -74.187 -74.421 -74.671 -74.924 -75.171 -75.408 -75.632 -75.841 -76.03 -76.203 -76.362 -76.505 -76.634 -76.75 -76.853 -76.938 -77.004 -77.05 -77.075 -77.087 -77.087 -77.077 -77.058 -77.03 -76.994 -76.941 -76.869 -76.778 -76.67 -76.546 -76.407 -76.259 -76.107 -75.95 -75.784 -75.607 -75.415 -75.218 -75.029 -74.844 -74.664 -74.492 -74.335 -74.198 -74.08 -73.972 -73.864 -73.744 -73.605 -73.459 -73.312 -73.161 -72.998 -72.817 -72.612 -72.389 -72.164 -71.941 -71.718 -71.492 -71.262 -71.032 -70.8 -70.56 -70.313 -70.061 -69.805 -69.56 -69.342 -69.153 -68.995 -68.87
-74 -74.198 -74.436 -74.68 -74.927 -75.17 -75.403 -75.621 -75.823 -76.008 -76.174 -76.324 -76.457 -76.576 -76.681 -76.773 -76.851 -76.914 -76.961 -76.991 -77.005 -77.008 -77.003 -76.989 -76.966 -76.935 -76.895 -76.839 -76.762 -76.664 -76.547 -76.415 -76.267 -76.111 -75.952 -75.787 -75.614 -75.429 -75.229 -75.024 -74.826 -74.634 -74.448 -74.277 -74.126 -73.999 -73.888 -73.784 -73.674 -73.551 -73.411 -73.264 -73.116 -72.962 -72.794 -72.608 -72.398 -72.178 -71.961 -71.745 -71.526 -71.305 -71.081 -70.855 -70.626 -70.39 -70.149 -69.904 -69.657 -69.422 -69.216 -69.042 -68.903
-74 -74.21 -74.466 -74.715 -74.957 -75.195 -75.425 -75.637 -75.826 -75.991 -76.134 -76.258 -76.366 -76.458 -76.537 -76.603 -76.66 -76.709 -76.747 -76.775 -76.793 -76.8 -76.802 -76.798 -76.786 -76.766 -76.739 -76.702 -76.649 -76.572 -76.474 -76.358 -76.227 -76.082 -75.931 -75.777 -75.616 -75.447 -75.264 -75.066 -74.862 -74.665 -74.474 -74.296 -74.137 -74.001 -73.888 -73.789 -73.691 -73.586 -73.466 -73.334 -73.194 -73.051 -72.899 -72.733 -72.545 -72.34 -72.132 -71.925 -71.717 -71.508 -71.294 -71.077 -70.857 -70.633 -70.405 -70.173 -69.937 -69.7 -69.476 -69.283 -69.124
-74 -74.222 -74.496 -74.764 -75.011 -75.246 -75.472 -75.677 -75.856 -76.006 -76.129 -76.23 -76.312 -76.376 -76.424 -76.458 -76.48 -76.495 -76.506 -76.513 -76.515 -76.512 -76.506 -76.5 -76.493 -76.482 -76.465 -76.441 -76.411 -76.363 -76.289 -76.194 -76.082 -75.958 -75.825 -75.686 -75.543 -75.392 -75.232 -75.058 -74.867 -74.67 -74.479 -74.301 -74.14 -74.003 -73.891 -73.799 -73.716 -73.631 -73.534 -73.425 -73.306 -73.179 -73.046 -72.902 -72.739 -72.559 -72.368 -72.176 -71.985 -71.794 -71.599 -71.4 -71.195 -70.986 -70.774 -70.559 -70.339 -70.117 -69.894 -69.685 -69.508
-74 -74.234 -74.525 -74.812 -75.077 -75.318 -75.541 -75.741 -75.915 -76.058 -76.172 -76.26 -76.324 -76.37 -76.399 -76.412 -76.41 -76.395 -76.372 -76.344 -76.314 -76.28 -76.245 -76.209 -76.181 -76.157 -76.136 -76.115 -76.092 -76.068 -76.027 -75.963 -75.881 -75.788 -75.689 -75.584 -75.476 -75.362 -75.239 -75.105 -74.955 -74.786 -74.609 -74.443 -74.292 -74.161 -74.053 -73.972 -73.909 -73.85 -73.782 -73.702 -73.611 -73.512 -73.405 -73.288 -73.155 -73.004 -72.841 -72.674 -72.508 -72.344 -72.181 -72.017 -71.85 -71.678 -71.5 -71.316 -71.124 -70.925 -70.723 -70.518 -70.326
-74 -74.246 -74.555 -74.86 -75.143 -75.4 -75.628 -75.828 -76 -76.143 -76.256 -76.342 -76.402 -76.44 -76.461 -76.465 -76.453 -76.425 -76.383 -76.331 -76.275 -76.215 -76.153 -76.09 -76.031 -75.983 -75.947 -75.918 -75.896 -75.877 -75.86 -75.829 -75.779 -75.715 -75.643 -75.568 -75.492 -75.412 -75.325 -75.227 -75.115 -74.984 -74.834 -74.679 -74.533 -74.403 -74.291 -74.2 -74.131 -74.077 -74.02 -73.955 -73.881 -73.801 -73.714 -73.619 -73.512 -73.387 -73.246 -73.099 -72.953 -72.811 -72.673 -72.538 -72.404 -72.266 -72.123 -71.977 -71.828 -71.675 -71.516 -71.349 -71.172
-74 -74.124 -74.232 -74.354 -74.522 -74.709 -74.883 -75.026 -75.157 -75.294 -75.437 -75.585 -75.741 -75.9 -76.06 -76.217 -76.369 -76.517 -76.658 -76.794 -76.909 -76.981 -77.007 -76.993 -76.942 -76.858 -76.755 -76.646 -76.532 -76.412 -76.286 -76.153 -76.011 -75.858 -75.694 -75.517 -75.326 -75.114 -74.888 -74.65 -74.388 -74.105 -73.823 -73.547 -73.285 -73.045 -72.818 -72.588 -72.344 -72.1 -71.899 -71.749 -71.626 -71.511 -71.385 -71.231 -71.052 -70.862 -70.664 -70.455 -70.236 -70.003 -69.764 -69.525 -69.284 -69.039 -68.787 -68.529 -68.272 -68.021 -67.776 -67.538 -67.308
-74 -74.14 -74.256 -74.365 -74.483 -74.633 -74.798 -74.949 -75.078 -75.203 -75.334 -75.472 -75.617 -75.768 -75.925 -76.082 -76.237 -76.387 -76.531 -76.669 -76.801 -76.906 -76.962 -76.975 -76.949 -76.888 -76.795 -76.683 -76.565 -76.442 -76.313 -76.178 -76.037 -75.887 -75.726 -75.555 -75.373 -75.176 -74.96 -74.728 -74.485 -74.217 -73.931 -73.643 -73.36 -73.091 -72.844 -72.61 -72.371 -72.117 -71.876 -71.688 -71.547 -71.433 -71.325 -71.206 -71.062 -70.892 -70.711 -70.519 -70.316 -70.102 -69.874 -69.641 -69.407 -69.17 -68.927 -68.677 -68.421 -68.165 -67.917 -67.674 -67.438
-74 -74.156 -74.288 -74.405 -74.514 -74.626 -74.757 -74.898 -75.032 -75.154 -75.273 -75.398 -75.531 -75.67 -75.817 -75.97 -76.124 -76.275 -76.421 -76.561 -76.695 -76.818 -76.907 -76.948 -76.947 -76.91 -76.838 -76.735 -76.614 -76.487 -76.354 -76.217 -76.073 -75.924 -75.766 -75.598 -75.42 -75.232 -75.03 -74.81 -74.574 -74.325 -74.057 -73.77 -73.476 -73.184 -72.906 -72.652 -72.41 -72.163 -71.909 -71.676 -71.494 -71.359 -71.249 -71.147 -71.032 -70.894 -70.732 -70.557 -70.37 -70.172 -69.962 -69.739 -69.51 -69.28 -69.045 -68.804 -68.556 -68.303 -68.052 -67.806 -67.567
-74 -74.172 -74.319 -74.451 -74.569 -74.679 -74.785 -74.896 -75.011 -75.133 -75.248 -75.361 -75.481 -75.607 -75.74 -75.882 -76.031 -76.182 -76.329 -76.471 -76.606 -76.732 -76.84 -76.912 -76.939 -76.926 -76.877 -76.795 -76.683 -76.553 -76.417 -76.276 -76.13 -75.979 -75.821 -75.655 -75.48 -75.297 -75.103 -74.897 -74.672 -74.433 -74.183 -73.918 -73.63 -73.329 -73.029 -72.743 -72.481 -72.23 -71.982 -71.733 -71.503 -71.324 -71.191 -71.083 -70.982 -70.87 -70.735 -70.579 -70.408 -70.225 -70.031 -69.824 -69.605 -69.38 -69.151 -68.917 -68.676 -68.429 -68.178 -67.93 -67.688
-74 -74.188 -74.349 -74.495 -74.628 -74.747 -74.858 -74.962 -75.058 -75.163 -75.279 -75.388 -75.495 -75.608 -75.727 -75.852 -75.987 -76.131 -76.277 -76.418 -76.553 -76.68 -76.789 -76.876 -76.93 -76.942 -76.916 -76.855 -76.762 -76.64 -76.5 -76.354 -76.204 -76.049 -75.889 -75.723 -75.549 -75.367 -75.177 -74.978 -74.767 -74.538 -74.297 -74.049 -73.788 -73.501 -73.194 -72.885 -72.59 -72.319 -72.067 -71.824 -71.577 -71.346 -71.166 -71.032 -70.923 -70.821 -70.709 -70.576 -70.422 -70.254 -70.074 -69.881 -69.676 -69.46 -69.236 -69.006 -68.77 -68.529 -68.282 -68.033 -67.787
-74 -74.203 -74.379 -74.539 -74.684 -74.816 -74.937 -75.046 -75.144 -75.236 -75.34 -75.452 -75.553 -75.655 -75.762 -75.874 -75.993 -76.12 -76.259 -76.398 -76.532 -76.655 -76.761 -76.847 -76.915 -76.952 -76.948 -76.908 -76.835 -76.73 -76.597 -76.447 -76.291 -76.131 -75.967 -75.797 -75.622 -75.439 -75.248 -75.051 -74.845 -74.628 -74.395 -74.153 -73.907 -73.648 -73.363 -73.052 -72.733 -72.427 -72.152 -71.903 -71.664 -71.42 -71.188 -71.006 -70.87 -70.76 -70.656 -70.544 -70.412 -70.26 -70.094 -69.916 -69.725 -69.523 -69.307 -69.081 -68.85 -68.612 -68.369 -68.123 -67.874
-74 -74.212 -74.414 -74.595 -74.755 -74.898 -75.029 -75.147 -75.25 -75.339 -75.428 -75.531 -75.634 -75.729 -75.824 -75.922 -76.027 -76.141 -76.264 -76.397 -76.528 -76.646 -76.745 -76.827 -76.892 -76.942 -76.962 -76.944 -76.89 -76.805 -76.689 -76.546 -76.386 -76.221 -76.05 -75.876 -75.696 -75.51 -75.316 -75.115 -74.908 -74.694 -74.471 -74.234 -73.991 -73.745 -73.486 -73.199 -72.882 -72.551 -72.238 -71.963 -71.718 -71.485 -71.246 -71.016 -70.834 -70.697 -70.586 -70.482 -70.369 -70.239 -70.091 -69.928 -69.752 -69.564 -69.363 -69.146 -68.919 -68.687 -68.448 -68.205 -67.959
-74 -74.201 -74.405 -74.602 -74.782 -74.943 -75.086 -75.214 -75.324 -75.418 -75.499 -75.585 -75.685 -75.78 -75.87 -75.96 -76.051 -76.148 -76.256 -76.377 -76.497 -76.605 -76.699 -76.776 -76.839 -76.887 -76.92 -76.926 -76.895 -76.83 -76.733 -76.608 -76.455 -76.287 -76.112 -75.932 -75.745 -75.553 -75.354 -75.148 -74.935 -74.717 -74.494 -74.263 -74.024 -73.78 -73.532 -73.271 -72.981 -72.656 -72.314 -72.001 -71.733 -71.495 -71.268 -71.034 -70.81 -70.632 -70.498 -70.389 -70.286 -70.174 -70.047 -69.904 -69.746 -69.575 -69.39 -69.19 -68.973 -68.746 -68.513 -68.275 -68.032
-74 -74.19 -74.383 -74.58 -74.774 -74.954 -75.119 -75.262 -75.381 -75.481 -75.566 -75.638 -75.72 -75.815 -75.904 -75.989 -76.078 -76.164 -76.255 -76.355 -76.458 -76.553 -76.638 -76.71 -76.768 -76.813 -76.845 -76.862 -76.853 -76.809 -76.732 -76.625 -76.489 -76.328 -76.15 -75.965 -75.772 -75.57 -75.359 -75.141 -74.915 -74.684 -74.451 -74.217 -73.981 -73.738 -73.489 -73.234 -72.962 -72.661 -72.326 -71.987 -71.686 -71.43 -71.2 -70.977 -70.752 -70.548 -70.388 -70.267 -70.167 -70.063 -69.944 -69.815 -69.674 -69.519 -69.351 -69.164 -68.959 -68.741 -68.516 -68.285 -68.048
-74 -74.18 -74.36 -74.545 -74.737 -74.931 -75.112 -75.276 -75.414 -75.524 -75.614 -75.691 -75.755 -75.832 -75.92 -76.003 -76.086 -76.171 -76.256 -76.336 -76.42 -76.501 -76.575 -76.64 -76.692 -76.732 -76.76 -76.775 -76.777 -76.753 -76.696 -76.607 -76.488 -76.342 -76.171 -75.982 -75.785 -75.577 -75.36 -75.133 -74.897 -74.656 -74.414 -74.175 -73.94 -73.704 -73.462 -73.213 -72.957 -72.682 -72.375 -72.046 -71.724 -71.437 -71.192 -70.97 -70.75 -70.537 -70.352 -70.21 -70.102 -70.012 -69.916 -69.805 -69.686 -69.556 -69.411 -69.25 -69.067 -68.866 -68.655 -68.437 -68.213
-74 -74.169 -74.338 -74.511 -74.69 -74.879 -75.072 -75.253 -75.413 -75.541 -75.642 -75.724 -75.792 -75.85 -75.922 -76.004 -76.082 -76.159 -76.238 -76.307 -76.377 -76.447 -76.511 -76.566 -76.612 -76.648 -76.671 -76.683 -76.682 -76.669 -76.631 -76.561 -76.459 -76.329 -76.173 -75.991 -75.791 -75.582 -75.361 -75.13 -74.889 -74.641 -74.39 -74.144 -73.907 -73.675 -73.443 -73.204 -72.958 -72.704 -72.429 -72.127 -71.811 -71.505 -71.234 -71.001 -70.787 -70.573 -70.37 -70.203 -70.076 -69.981 -69.893 -69.793 -69.681 -69.562 -69.433 -69.289 -69.123 -68.934 -68.729 -68.517 -68.298
-74 -74.158 -74.317 -74.48 -74.649 -74.824 -75.012 -75.204 -75.38 -75.53 -75.649 -75.742 -75.815 -75.874 -75.927 -75.994 -76.07 -76.145 -76.211 -76.277 -76.337 -76.397 -76.452 -76.5 -76.538 -76.566 -76.584 -76.59 -76.585 -76.568 -76.538 -76.485 -76.4 -76.285 -76.143 -75.973 -75.779 -75.568 -75.348 -75.118 -74.878 -74.628 -74.373 -74.121 -73.878 -73.644 -73.415 -73.186 -72.953 -72.713 -72.466 -72.203 -71.918 -71.619 -71.33 -71.074 -70.854 -70.654 -70.453 -70.261 -70.099 -69.977 -69.88 -69.785 -69.678 -69.561 -69.437 -69.301 -69.149 -68.975 -68.777 -68.563 -68.341
-74 -74.183 -74.42 -74.689 -74.974 -75.262 -75.545 -75.812 -76.054 -76.273 -76.469 -76.637 -76.773 -76.872 -76.939 -76.983 -77.016 -77.042 -77.06 -77.074 -77.087 -77.1 -77.111 -77.12 -77.125 -77.123 -77.115 -77.101 -77.078 -77.046 -77.005 -76.954 -76.884 -76.786 -76.66 -76.509 -76.333 -76.136 -75.924 -75.703 -75.472 -75.231 -74.98 -74.72 -74.453 -74.191 -73.943 -73.703 -73.466 -73.226 -72.981 -72.73 -72.461 -72.165 -71.842 -71.52 -71.235 -70.993 -70.774 -70.556 -70.343 -70.158 -70.013 -69.894 -69.779 -69.655 -69.522 -69.383 -69.235 -69.071 -68.885 -68.679 -68.46
-74 -74.173 -74.398 -74.66 -74.941 -75.228 -75.513 -75.785 -76.039 -76.276 -76.497 -76.694 -76.864 -77.001 -77.102 -77.172 -77.22 -77.251 -77.268 -77.276 -77.279 -77.281 -77.284 -77.286 -77.287 -77.287 -77.284 -77.276 -77.261 -77.24 -77.211 -77.173 -77.126 -77.06 -76.966 -76.843 -76.696 -76.524 -76.331 -76.123 -75.907 -75.683 -75.45 -75.207 -74.955 -74.695 -74.432 -74.176 -73.931 -73.689 -73.445 -73.199 -72.949 -72.686 -72.397 -72.075 -71.738 -71.433 -71.178 -70.953 -70.736 -70.51 -70.294 -70.122 -69.987 -69.866 -69.739 -69.602 -69.457 -69.302 -69.132 -68.944 -68.738
-74 -74.162 -74.374 -74.625 -74.9 -75.185 -75.47 -75.746 -76.007 -76.257 -76.497 -76.719 -76.916 -77.085 -77.22 -77.319 -77.388 -77.436 -77.469 -77.485 -77.49 -77.484 -77.474 -77.466 -77.459 -77.453 -77.449 -77.443 -77.432 -77.416 -77.395 -77.366 -77.33 -77.284 -77.22 -77.127 -77.006 -76.86 -76.69 -76.499 -76.294 -76.082 -75.862 -75.635 -75.399 -75.154 -74.9 -74.641 -74.383 -74.132 -73.887 -73.64 -73.393 -73.143 -72.883 -72.599 -72.282 -71.936 -71.615 -71.348 -71.115 -70.897 -70.673 -70.445 -70.251 -70.1 -69.97 -69.845 -69.712 -69.571 -69.419 -69.25 -69.065
-74 -74.151 -74.351 -74.589 -74.853 -75.133 -75.416 -75.695 -75.961 -76.217 -76.467 -76.707 -76.927 -77.122 -77.288 -77.42 -77.515 -77.58 -77.624 -77.649 -77.657 -77.65 -77.633 -77.612 -77.595 -77.58 -77.569 -77.56 -77.551 -77.538 -77.519 -77.495 -77.465 -77.426 -77.379 -77.314 -77.219 -77.097 -76.95 -76.78 -76.588 -76.383 -76.171 -75.954 -75.729 -75.496 -75.254 -75.004 -74.748 -74.489 -74.236 -73.989 -73.742 -73.493 -73.245 -72.986 -72.706 -72.392 -72.042 -71.71 -71.436 -71.2 -70.98 -70.758 -70.525 -70.318 -70.157 -70.021 -69.891 -69.754 -69.606 -69.447 -69.273
-74 -74.141 -74.328 -74.552 -74.801 -75.072 -75.353 -75.632 -75.903 -76.163 -76.415 -76.664 -76.902 -77.119 -77.31 -77.47 -77.597 -77.688 -77.747 -77.784 -77.8 -77.798 -77.778 -77.748 -77.717 -77.69 -77.668 -77.65 -77.636 -77.623 -77.605 -77.582 -77.552 -77.516 -77.472 -77.42 -77.349 -77.248 -77.121 -76.969 -76.795 -76.6 -76.393 -76.18 -75.961 -75.736 -75.503 -75.262 -75.013 -74.758 -74.5 -74.245 -73.997 -73.749 -73.502 -73.256 -73 -72.725 -72.418 -72.075 -71.745 -71.468 -71.231 -71.013 -70.795 -70.559 -70.343 -70.175 -70.034 -69.902 -69.762 -69.61 -69.447
