Longitude_back72hr_30m[][0] Longitude_back72hr_30m[][1] Longitude_back72hr_30m[][2] Longitude_back72hr_30m[][3] Longitude_back72hr_30m[][4] Longitude_back72hr_30m[][5] Longitude_back72hr_30m[][6] Longitude_back72hr_30m[][7] Longitude_back72hr_30m[][8] Longitude_back72hr_30m[][9] Longitude_back72hr_30m[][10] Longitude_back72hr_30m[][11] Longitude_back72hr_30m[][12] Longitude_back72hr_30m[][13] Longitude_back72hr_30m[][14] Longitude_back72hr_30m[][15] Longitude_back72hr_30m[][16] Longitude_back72hr_30m[][17] Longitude_back72hr_30m[][18] Longitude_back72hr_30m[][19] Longitude_back72hr_30m[][20] Longitude_back72hr_30m[][21] Longitude_back72hr_30m[][22] Longitude_back72hr_30m[][23] Longitude_back72hr_30m[][24] Longitude_back72hr_30m[][25] Longitude_back72hr_30m[][26] Longitude_back72hr_30m[][27] Longitude_back72hr_30m[][28] Longitude_back72hr_30m[][29] Longitude_back72hr_30m[][30] Longitude_back72hr_30m[][31] Longitude_back72hr_30m[][32] Longitude_back72hr_30m[][33] Longitude_back72hr_30m[][34] Longitude_back72hr_30m[][35] Longitude_back72hr_30m[][36] Longitude_back72hr_30m[][37] Longitude_back72hr_30m[][38] Longitude_back72hr_30m[][39] Longitude_back72hr_30m[][40] Longitude_back72hr_30m[][41] Longitude_back72hr_30m[][42] Longitude_back72hr_30m[][43] Longitude_back72hr_30m[][44] Longitude_back72hr_30m[][45] Longitude_back72hr_30m[][46] Longitude_back72hr_30m[][47] Longitude_back72hr_30m[][48] Longitude_back72hr_30m[][49] Longitude_back72hr_30m[][50] Longitude_back72hr_30m[][51] Longitude_back72hr_30m[][52] Longitude_back72hr_30m[][53] Longitude_back72hr_30m[][54] Longitude_back72hr_30m[][55] Longitude_back72hr_30m[][56] Longitude_back72hr_30m[][57] Longitude_back72hr_30m[][58] Longitude_back72hr_30m[][59] Longitude_back72hr_30m[][60] Longitude_back72hr_30m[][61] Longitude_back72hr_30m[][62] Longitude_back72hr_30m[][63] Longitude_back72hr_30m[][64] Longitude_back72hr_30m[][65] Longitude_back72hr_30m[][66] Longitude_back72hr_30m[][67] Longitude_back72hr_30m[][68] Longitude_back72hr_30m[][69] Longitude_back72hr_30m[][70] Longitude_back72hr_30m[][71] Longitude_back72hr_30m[][72]
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72
-74 -74.012 -74.031 -74.049 -74.057 -74.071 -74.11 -74.171 -74.247 -74.329 -74.411 -74.5 -74.611 -74.749 -74.917 -75.116 -75.344 -75.591 -75.846 -76.109 -76.378 -76.655 -76.942 -77.235 -77.524 -77.806 -78.076 -78.334 -78.584 -78.845 -79.131 -79.441 -79.775 -80.133 -80.516 -80.91 -81.299 -81.679 -82.046 -82.4 -82.747 -83.092 -83.434 -83.769 -84.091 -84.396 -84.679 -84.974 -85.307 -85.675 -86.072 -86.496 -86.943 -87.401 -87.859 -88.322 -88.786 -89.233 -89.643 -89.982 -90.246 -90.451 -90.606 -90.714 -90.77 -90.808 -90.832 -90.838 -90.826 -90.819 -90.831 -90.866 -90.926
-74 -74.013 -74.037 -74.064 -74.087 -74.101 -74.126 -74.176 -74.247 -74.329 -74.415 -74.496 -74.585 -74.7 -74.844 -75.022 -75.232 -75.469 -75.725 -75.989 -76.259 -76.536 -76.818 -77.107 -77.396 -77.678 -77.953 -78.223 -78.491 -78.761 -79.044 -79.346 -79.67 -80.018 -80.391 -80.79 -81.205 -81.621 -82.037 -82.454 -82.874 -83.3 -83.728 -84.157 -84.591 -85.022 -85.44 -85.843 -86.237 -86.627 -87.019 -87.416 -87.82 -88.224 -88.636 -89.064 -89.498 -89.926 -90.34 -90.738 -91.114 -91.464 -91.785 -92.052 -92.265 -92.412 -92.504 -92.597 -92.724 -92.874 -93.026 -93.172 -93.303
-74 -74.014 -74.042 -74.077 -74.112 -74.143 -74.167 -74.204 -74.268 -74.349 -74.439 -74.528 -74.609 -74.697 -74.815 -74.966 -75.153 -75.37 -75.613 -75.872 -76.139 -76.412 -76.69 -76.969 -77.244 -77.513 -77.777 -78.041 -78.31 -78.589 -78.878 -79.181 -79.502 -79.847 -80.218 -80.616 -81.039 -81.477 -81.917 -82.362 -82.812 -83.264 -83.716 -84.166 -84.613 -85.053 -85.483 -85.9 -86.301 -86.695 -87.091 -87.489 -87.886 -88.279 -88.663 -89.039 -89.409 -89.764 -90.093 -90.388 -90.66 -90.978 -91.379 -91.831 -92.304 -92.775 -93.27 -93.823 -94.423 -95.05 -95.692 -96.352 -97.046
-74 -74.017 -74.045 -74.082 -74.122 -74.162 -74.198 -74.229 -74.275 -74.347 -74.434 -74.528 -74.62 -74.701 -74.789 -74.91 -75.066 -75.258 -75.478 -75.722 -75.98 -76.247 -76.519 -76.794 -77.065 -77.326 -77.579 -77.83 -78.088 -78.358 -78.642 -78.938 -79.246 -79.574 -79.926 -80.305 -80.711 -81.143 -81.587 -82.033 -82.48 -82.925 -83.37 -83.816 -84.259 -84.698 -85.129 -85.55 -85.958 -86.353 -86.747 -87.153 -87.572 -87.996 -88.417 -88.827 -89.228 -89.618 -89.99 -90.358 -90.734 -91.115 -91.53 -91.995 -92.487 -93.002 -93.552 -94.137 -94.75 -95.385 -96.034 -96.71 -97.425
-74 -74.025 -74.06 -74.102 -74.151 -74.203 -74.256 -74.306 -74.353 -74.416 -74.501 -74.599 -74.701 -74.798 -74.878 -74.965 -75.091 -75.256 -75.453 -75.677 -75.922 -76.18 -76.447 -76.717 -76.982 -77.236 -77.476 -77.714 -77.965 -78.232 -78.515 -78.809 -79.109 -79.421 -79.756 -80.12 -80.517 -80.94 -81.377 -81.813 -82.246 -82.68 -83.117 -83.557 -83.999 -84.442 -84.889 -85.344 -85.808 -86.283 -86.768 -87.257 -87.747 -88.23 -88.703 -89.174 -89.655 -90.147 -90.647 -91.147 -91.644 -92.13 -92.601 -93.08 -93.592 -94.139 -94.712 -95.301 -95.891 -96.49 -97.119 -97.782 -98.483
-74 -74.034 -74.081 -74.134 -74.192 -74.258 -74.33 -74.402 -74.466 -74.531 -74.613 -74.714 -74.826 -74.938 -75.041 -75.121 -75.211 -75.346 -75.518 -75.72 -75.947 -76.194 -76.453 -76.718 -76.983 -77.246 -77.5 -77.738 -77.978 -78.235 -78.509 -78.796 -79.091 -79.385 -79.688 -80.02 -80.386 -80.779 -81.186 -81.592 -81.995 -82.398 -82.809 -83.238 -83.684 -84.142 -84.613 -85.099 -85.602 -86.128 -86.679 -87.254 -87.842 -88.436 -89.038 -89.656 -90.289 -90.936 -91.587 -92.232 -92.863 -93.473 -94.062 -94.635 -95.212 -95.806 -96.412 -97.03 -97.657 -98.285 -98.926 -99.607 -100.33
-74 -74.043 -74.103 -74.171 -74.244 -74.328 -74.421 -74.513 -74.597 -74.677 -74.761 -74.861 -74.98 -75.108 -75.234 -75.346 -75.434 -75.536 -75.681 -75.864 -76.078 -76.313 -76.565 -76.826 -77.091 -77.356 -77.616 -77.863 -78.096 -78.331 -78.584 -78.852 -79.13 -79.411 -79.683 -79.966 -80.287 -80.639 -81.004 -81.367 -81.718 -82.061 -82.416 -82.795 -83.194 -83.605 -84.023 -84.453 -84.894 -85.348 -85.818 -86.307 -86.815 -87.335 -87.862 -88.396 -88.941 -89.497 -90.066 -90.642 -91.217 -91.785 -92.342 -92.882 -93.404 -93.935 -94.5 -95.088 -95.688 -96.288 -96.885 -97.498 -98.142
-74 -74.051 -74.125 -74.209 -74.301 -74.407 -74.517 -74.628 -74.732 -74.829 -74.923 -75.023 -75.141 -75.278 -75.422 -75.563 -75.687 -75.792 -75.916 -76.088 -76.295 -76.527 -76.776 -77.039 -77.304 -77.565 -77.818 -78.062 -78.295 -78.509 -78.722 -78.949 -79.19 -79.44 -79.692 -79.934 -80.189 -80.484 -80.811 -81.152 -81.494 -81.826 -82.152 -82.489 -82.848 -83.23 -83.624 -84.027 -84.44 -84.862 -85.295 -85.739 -86.196 -86.666 -87.142 -87.622 -88.104 -88.592 -89.089 -89.597 -90.115 -90.637 -91.158 -91.675 -92.186 -92.686 -93.194 -93.734 -94.309 -94.908 -95.518 -96.125 -96.739
-74 -74.06 -74.147 -74.248 -74.36 -74.485 -74.614 -74.743 -74.867 -74.981 -75.088 -75.197 -75.314 -75.45 -75.606 -75.769 -75.93 -76.084 -76.229 -76.395 -76.601 -76.835 -77.091 -77.362 -77.645 -77.93 -78.209 -78.48 -78.739 -78.979 -79.191 -79.394 -79.612 -79.841 -80.078 -80.315 -80.543 -80.788 -81.071 -81.376 -81.688 -81.995 -82.286 -82.58 -82.905 -83.259 -83.631 -84.015 -84.407 -84.809 -85.219 -85.64 -86.069 -86.509 -86.962 -87.427 -87.9 -88.388 -88.893 -89.416 -89.955 -90.501 -91.047 -91.589 -92.123 -92.645 -93.151 -93.666 -94.215 -94.793 -95.387 -95.985 -96.576
-74 -74.044 -74.074 -74.094 -74.109 -74.122 -74.133 -74.141 -74.155 -74.18 -74.212 -74.254 -74.298 -74.336 -74.378 -74.437 -74.513 -74.597 -74.679 -74.751 -74.831 -74.943 -75.094 -75.282 -75.505 -75.755 -76.022 -76.296 -76.576 -76.857 -77.134 -77.399 -77.656 -77.912 -78.176 -78.455 -78.75 -79.055 -79.372 -79.71 -80.074 -80.467 -80.889 -81.335 -81.791 -82.244 -82.694 -83.142 -83.591 -84.04 -84.488 -84.93 -85.363 -85.788 -86.209 -86.631 -87.06 -87.5 -87.947 -88.393 -88.834 -89.267 -89.693 -90.123 -90.56 -91.001 -91.442 -91.876 -92.324 -92.804 -93.317 -93.864 -94.439
-74 -74.056 -74.095 -74.122 -74.141 -74.154 -74.164 -74.17 -74.173 -74.181 -74.201 -74.23 -74.27 -74.314 -74.352 -74.393 -74.449 -74.52 -74.6 -74.679 -74.749 -74.827 -74.938 -75.087 -75.274 -75.497 -75.748 -76.017 -76.292 -76.574 -76.857 -77.138 -77.409 -77.673 -77.935 -78.202 -78.482 -78.778 -79.086 -79.407 -79.748 -80.115 -80.51 -80.933 -81.382 -81.84 -82.297 -82.749 -83.199 -83.65 -84.102 -84.552 -84.999 -85.441 -85.879 -86.32 -86.766 -87.22 -87.684 -88.153 -88.622 -89.088 -89.55 -90.011 -90.478 -90.949 -91.42 -91.886 -92.34 -92.797 -93.286 -93.811 -94.364
-74 -74.067 -74.118 -74.157 -74.184 -74.201 -74.214 -74.223 -74.227 -74.229 -74.236 -74.254 -74.285 -74.328 -74.374 -74.415 -74.457 -74.513 -74.584 -74.663 -74.741 -74.809 -74.885 -74.995 -75.144 -75.333 -75.557 -75.809 -76.077 -76.352 -76.633 -76.916 -77.196 -77.464 -77.723 -77.982 -78.252 -78.538 -78.841 -79.154 -79.481 -79.828 -80.202 -80.606 -81.04 -81.497 -81.959 -82.414 -82.864 -83.314 -83.766 -84.22 -84.674 -85.127 -85.58 -86.041 -86.512 -86.994 -87.485 -87.981 -88.48 -88.98 -89.482 -89.992 -90.513 -91.039 -91.564 -92.082 -92.585 -93.067 -93.555 -94.077 -94.627
-74 -74.078 -74.14 -74.192 -74.231 -74.258 -74.276 -74.289 -74.299 -74.307 -74.311 -74.32 -74.341 -74.385 -74.436 -74.487 -74.532 -74.577 -74.636 -74.711 -74.792 -74.872 -74.938 -75.012 -75.124 -75.277 -75.47 -75.695 -75.947 -76.213 -76.487 -76.766 -77.044 -77.315 -77.568 -77.814 -78.074 -78.355 -78.653 -78.966 -79.287 -79.62 -79.977 -80.365 -80.788 -81.235 -81.69 -82.142 -82.588 -83.033 -83.48 -83.934 -84.397 -84.87 -85.353 -85.851 -86.367 -86.906 -87.469 -88.043 -88.622 -89.212 -89.815 -90.435 -91.068 -91.707 -92.341 -92.959 -93.554 -94.13 -94.691 -95.256 -95.839
-74 -74.088 -74.162 -74.225 -74.277 -74.316 -74.344 -74.363 -74.38 -74.394 -74.407 -74.418 -74.433 -74.465 -74.516 -74.571 -74.623 -74.669 -74.716 -74.781 -74.861 -74.948 -75.03 -75.096 -75.168 -75.282 -75.441 -75.637 -75.864 -76.115 -76.379 -76.651 -76.927 -77.198 -77.46 -77.708 -77.959 -78.23 -78.521 -78.83 -79.151 -79.475 -79.809 -80.174 -80.575 -81.003 -81.444 -81.881 -82.313 -82.745 -83.19 -83.655 -84.14 -84.638 -85.153 -85.688 -86.249 -86.846 -87.481 -88.15 -88.85 -89.582 -90.348 -91.146 -91.967 -92.807 -93.645 -94.468 -95.283 -96.09 -96.885 -97.667 -98.45
-74 -74.099 -74.182 -74.255 -74.319 -74.372 -74.412 -74.442 -74.464 -74.485 -74.507 -74.528 -74.549 -74.575 -74.63 -74.691 -74.752 -74.809 -74.856 -74.91 -74.988 -75.08 -75.176 -75.264 -75.329 -75.404 -75.527 -75.693 -75.895 -76.125 -76.377 -76.64 -76.909 -77.18 -77.45 -77.713 -77.964 -78.221 -78.501 -78.801 -79.116 -79.438 -79.753 -80.083 -80.453 -80.856 -81.275 -81.693 -82.094 -82.495 -82.926 -83.384 -83.857 -84.339 -84.825 -85.326 -85.866 -86.462 -87.108 -87.791 -88.505 -89.256 -90.047 -90.876 -91.732 -92.607 -93.5 -94.397 -95.293 -96.179 -97.048 -97.901 -98.742
-74 -74.11 -74.221 -74.323 -74.413 -74.49 -74.549 -74.593 -74.628 -74.658 -74.693 -74.734 -74.78 -74.829 -74.898 -74.975 -75.049 -75.116 -75.171 -75.225 -75.301 -75.405 -75.523 -75.643 -75.75 -75.836 -75.943 -76.102 -76.299 -76.525 -76.771 -77.033 -77.301 -77.567 -77.827 -78.08 -78.323 -78.546 -78.768 -79.008 -79.261 -79.523 -79.783 -80.03 -80.294 -80.6 -80.931 -81.271 -81.607 -81.927 -82.243 -82.579 -82.945 -83.33 -83.726 -84.129 -84.542 -84.964 -85.396 -85.837 -86.286 -86.747 -87.22 -87.7 -88.191 -88.697 -89.222 -89.763 -90.311 -90.861 -91.408 -91.947 -92.476
-74 -74.104 -74.218 -74.332 -74.436 -74.529 -74.608 -74.672 -74.719 -74.759 -74.794 -74.837 -74.891 -74.953 -75.02 -75.118 -75.217 -75.31 -75.394 -75.468 -75.548 -75.653 -75.784 -75.929 -76.08 -76.227 -76.366 -76.525 -76.723 -76.949 -77.198 -77.465 -77.75 -78.045 -78.34 -78.629 -78.901 -79.149 -79.366 -79.569 -79.783 -80.004 -80.23 -80.451 -80.659 -80.882 -81.143 -81.433 -81.744 -82.059 -82.362 -82.669 -83.005 -83.369 -83.75 -84.142 -84.541 -84.951 -85.372 -85.804 -86.249 -86.712 -87.191 -87.683 -88.188 -88.711 -89.254 -89.817 -90.397 -90.981 -91.561 -92.132 -92.689
-74 -74.099 -74.207 -74.323 -74.439 -74.544 -74.639 -74.721 -74.788 -74.839 -74.882 -74.923 -74.975 -75.041 -75.119 -75.204 -75.327 -75.447 -75.56 -75.662 -75.76 -75.87 -76.009 -76.177 -76.36 -76.551 -76.744 -76.933 -77.139 -77.375 -77.633 -77.914 -78.221 -78.557 -78.904 -79.242 -79.563 -79.858 -80.119 -80.343 -80.55 -80.762 -80.975 -81.186 -81.39 -81.585 -81.794 -82.038 -82.304 -82.584 -82.874 -83.165 -83.461 -83.77 -84.092 -84.425 -84.762 -85.105 -85.459 -85.82 -86.185 -86.549 -86.911 -87.274 -87.641 -88.014 -88.397 -88.795 -89.212 -89.645 -90.087 -90.535 -90.987
-74 -74.094 -74.197 -74.308 -74.425 -74.541 -74.648 -74.743 -74.827 -74.897 -74.952 -74.998 -75.044 -75.104 -75.182 -75.276 -75.38 -75.521 -75.657 -75.778 -75.885 -75.996 -76.127 -76.286 -76.47 -76.671 -76.885 -77.107 -77.333 -77.575 -77.844 -78.134 -78.446 -78.782 -79.143 -79.513 -79.871 -80.205 -80.504 -80.77 -81.004 -81.22 -81.432 -81.638 -81.836 -82.024 -82.204 -82.401 -82.639 -82.907 -83.194 -83.492 -83.797 -84.107 -84.418 -84.727 -85.039 -85.362 -85.692 -86.029 -86.369 -86.706 -87.037 -87.361 -87.683 -88.012 -88.349 -88.689 -89.033 -89.39 -89.765 -90.154 -90.55
-74 -74.089 -74.187 -74.292 -74.405 -74.523 -74.639 -74.745 -74.842 -74.928 -75 -75.058 -75.107 -75.157 -75.225 -75.315 -75.423 -75.545 -75.706 -75.857 -75.989 -76.118 -76.257 -76.417 -76.602 -76.81 -77.034 -77.276 -77.531 -77.79 -78.062 -78.354 -78.664 -78.998 -79.36 -79.755 -80.16 -80.535 -80.872 -81.178 -81.458 -81.713 -81.949 -82.171 -82.377 -82.568 -82.749 -82.926 -83.131 -83.378 -83.654 -83.948 -84.254 -84.568 -84.889 -85.218 -85.554 -85.897 -86.245 -86.597 -86.948 -87.292 -87.625 -87.947 -88.257 -88.559 -88.865 -89.183 -89.51 -89.844 -90.186 -90.544 -90.915
-74 -74.083 -74.176 -74.277 -74.385 -74.498 -74.616 -74.731 -74.838 -74.937 -75.024 -75.098 -75.158 -75.211 -75.265 -75.34 -75.439 -75.561 -75.7 -75.881 -76.05 -76.204 -76.36 -76.528 -76.717 -76.93 -77.163 -77.414 -77.687 -77.972 -78.254 -78.543 -78.851 -79.179 -79.533 -79.92 -80.336 -80.741 -81.109 -81.445 -81.754 -82.043 -82.312 -82.557 -82.775 -82.971 -83.149 -83.318 -83.486 -83.685 -83.933 -84.212 -84.509 -84.819 -85.148 -85.495 -85.854 -86.223 -86.6 -86.983 -87.361 -87.726 -88.073 -88.396 -88.7 -88.987 -89.262 -89.539 -89.824 -90.113 -90.405 -90.706 -91.021
-74 -74.094 -74.202 -74.327 -74.467 -74.618 -74.776 -74.935 -75.094 -75.25 -75.404 -75.559 -75.715 -75.871 -76.021 -76.181 -76.368 -76.581 -76.812 -77.052 -77.29 -77.521 -77.747 -77.98 -78.228 -78.491 -78.765 -79.043 -79.326 -79.62 -79.926 -80.235 -80.537 -80.829 -81.108 -81.369 -81.61 -81.826 -82.017 -82.167 -82.291 -82.405 -82.514 -82.618 -82.713 -82.799 -82.876 -82.943 -82.999 -83.04 -83.093 -83.185 -83.317 -83.492 -83.705 -83.952 -84.22 -84.496 -84.773 -85.045 -85.311 -85.571 -85.831 -86.095 -86.36 -86.62 -86.871 -87.109 -87.352 -87.614 -87.888 -88.161 -88.422
-74 -74.107 -74.218 -74.339 -74.477 -74.628 -74.79 -74.958 -75.127 -75.296 -75.464 -75.637 -75.818 -76.007 -76.204 -76.4 -76.601 -76.815 -77.039 -77.264 -77.481 -77.688 -77.887 -78.092 -78.314 -78.552 -78.808 -79.077 -79.348 -79.623 -79.907 -80.203 -80.501 -80.789 -81.062 -81.319 -81.554 -81.764 -81.946 -82.1 -82.22 -82.325 -82.422 -82.514 -82.603 -82.686 -82.76 -82.826 -82.885 -82.934 -82.969 -83.018 -83.107 -83.237 -83.409 -83.621 -83.87 -84.141 -84.42 -84.703 -84.981 -85.251 -85.515 -85.779 -86.048 -86.317 -86.582 -86.838 -87.082 -87.332 -87.6 -87.881 -88.162
-74 -74.119 -74.245 -74.37 -74.503 -74.653 -74.815 -74.987 -75.163 -75.341 -75.521 -75.709 -75.911 -76.132 -76.371 -76.62 -76.869 -77.112 -77.348 -77.573 -77.787 -77.988 -78.178 -78.371 -78.584 -78.813 -79.061 -79.33 -79.61 -79.891 -80.171 -80.452 -80.736 -81.022 -81.296 -81.55 -81.78 -81.985 -82.162 -82.311 -82.438 -82.538 -82.625 -82.703 -82.775 -82.844 -82.905 -82.96 -83.008 -83.05 -83.084 -83.106 -83.144 -83.224 -83.346 -83.51 -83.717 -83.963 -84.235 -84.516 -84.802 -85.084 -85.362 -85.637 -85.912 -86.192 -86.472 -86.747 -87.012 -87.266 -87.527 -87.806 -88.097
-74 -74.132 -74.272 -74.413 -74.552 -74.697 -74.857 -75.029 -75.208 -75.393 -75.578 -75.767 -75.97 -76.198 -76.454 -76.731 -77.023 -77.314 -77.592 -77.85 -78.075 -78.274 -78.449 -78.604 -78.741 -78.865 -78.98 -79.088 -79.2 -79.339 -79.494 -79.651 -79.804 -79.953 -80.096 -80.247 -80.413 -80.585 -80.754 -80.913 -81.053 -81.174 -81.283 -81.383 -81.485 -81.587 -81.684 -81.774 -81.856 -81.932 -82.001 -82.065 -82.121 -82.191 -82.303 -82.454 -82.641 -82.862 -83.118 -83.392 -83.671 -83.954 -84.24 -84.525 -84.801 -85.062 -85.311 -85.55 -85.781 -86.006 -86.222 -86.449 -86.706
-74 -74.144 -74.299 -74.457 -74.612 -74.763 -74.918 -75.088 -75.268 -75.455 -75.645 -75.836 -76.035 -76.258 -76.508 -76.782 -77.076 -77.383 -77.689 -77.977 -78.236 -78.451 -78.631 -78.782 -78.921 -79.054 -79.181 -79.301 -79.413 -79.519 -79.651 -79.794 -79.937 -80.072 -80.196 -80.311 -80.433 -80.57 -80.716 -80.863 -81.004 -81.129 -81.239 -81.338 -81.43 -81.521 -81.616 -81.711 -81.799 -81.878 -81.948 -82.012 -82.07 -82.121 -82.188 -82.298 -82.45 -82.639 -82.861 -83.117 -83.394 -83.673 -83.953 -84.234 -84.514 -84.785 -85.038 -85.275 -85.5 -85.714 -85.918 -86.112 -86.314
-74 -74.157 -74.326 -74.499 -74.672 -74.84 -75.001 -75.167 -75.345 -75.532 -75.724 -75.919 -76.118 -76.335 -76.575 -76.84 -77.123 -77.422 -77.732 -78.036 -78.313 -78.556 -78.756 -78.913 -79.058 -79.203 -79.341 -79.474 -79.599 -79.718 -79.829 -79.954 -80.087 -80.213 -80.324 -80.421 -80.503 -80.591 -80.698 -80.817 -80.943 -81.066 -81.18 -81.281 -81.374 -81.461 -81.546 -81.634 -81.723 -81.81 -81.89 -81.961 -82.021 -82.073 -82.119 -82.183 -82.292 -82.444 -82.635 -82.861 -83.119 -83.398 -83.679 -83.964 -84.25 -84.537 -84.814 -85.073 -85.314 -85.54 -85.754 -85.957 -86.148
-74 -74.225 -74.532 -74.773 -75.022 -75.278 -75.53 -75.776 -76.029 -76.3 -76.596 -76.911 -77.238 -77.571 -77.92 -78.28 -78.634 -78.975 -79.303 -79.609 -79.893 -80.163 -80.433 -80.708 -80.981 -81.252 -81.515 -81.762 -81.992 -82.208 -82.41 -82.602 -82.777 -82.931 -83.072 -83.205 -83.339 -83.482 -83.643 -83.817 -83.995 -84.164 -84.317 -84.45 -84.555 -84.649 -84.726 -84.773 -84.787 -84.767 -84.734 -84.728 -84.763 -84.829 -84.914 -85 -85.108 -85.284 -85.526 -85.807 -86.105 -86.407 -86.731 -87.091 -87.48 -87.891 -88.319 -88.771 -89.262 -89.797 -90.366 -90.965 -91.595
-74 -74.24 -74.567 -74.838 -75.106 -75.324 -75.647 -75.951 -76.259 -76.578 -76.911 -77.259 -77.62 -77.991 -78.352 -78.696 -79.032 -79.359 -79.671 -79.966 -80.233 -80.491 -80.755 -81.015 -81.274 -81.53 -81.785 -82.027 -82.251 -82.457 -82.647 -82.824 -82.992 -83.146 -83.281 -83.404 -83.521 -83.639 -83.766 -83.91 -84.071 -84.236 -84.397 -84.548 -84.681 -84.789 -84.89 -84.972 -85.028 -85.06 -85.067 -85.057 -85.035 -85.024 -85.043 -85.082 -85.128 -85.202 -85.336 -85.534 -85.785 -86.066 -86.353 -86.658 -86.997 -87.369 -87.766 -88.183 -88.619 -89.09 -89.606 -90.162 -90.752
-74 -74.255 -74.598 -74.9 -75.227 -75.444 -75.809 -76.171 -76.538 -76.915 -77.304 -77.704 -78.114 -78.512 -78.885 -79.226 -79.55 -79.871 -80.179 -80.459 -80.704 -80.914 -81.099 -81.269 -81.429 -81.581 -81.726 -81.867 -82.004 -82.14 -82.276 -82.41 -82.536 -82.651 -82.745 -82.81 -82.852 -82.872 -82.87 -82.845 -82.813 -82.799 -82.801 -82.818 -82.852 -82.901 -82.956 -83.009 -83.058 -83.103 -83.145 -83.184 -83.223 -83.264 -83.305 -83.342 -83.37 -83.383 -83.405 -83.463 -83.562 -83.716 -83.927 -84.187 -84.474 -84.772 -85.082 -85.401 -85.724 -86.042 -86.347 -86.636 -86.917
-74 -74.27 -74.628 -74.971 -75.208 -75.559 -75.855 -76.195 -76.539 -76.896 -77.275 -77.677 -78.093 -78.503 -78.889 -79.248 -79.583 -79.909 -80.221 -80.505 -80.755 -80.97 -81.151 -81.307 -81.451 -81.586 -81.712 -81.83 -81.94 -82.041 -82.135 -82.227 -82.313 -82.393 -82.465 -82.518 -82.545 -82.55 -82.533 -82.493 -82.428 -82.358 -82.313 -82.294 -82.3 -82.328 -82.375 -82.428 -82.482 -82.537 -82.598 -82.663 -82.729 -82.793 -82.853 -82.909 -82.958 -82.997 -83.022 -83.057 -83.129 -83.243 -83.41 -83.629 -83.893 -84.182 -84.482 -84.794 -85.116 -85.441 -85.763 -86.069 -86.354
-74 -74.285 -74.656 -74.892 -75.252 -75.597 -75.887 -76.305 -76.731 -77.17 -77.626 -78.104 -78.585 -79.047 -79.479 -79.875 -80.23 -80.551 -80.851 -81.136 -81.396 -81.624 -81.815 -81.966 -82.088 -82.198 -82.293 -82.373 -82.445 -82.513 -82.583 -82.659 -82.742 -82.832 -82.931 -83.041 -83.162 -83.293 -83.434 -83.585 -83.75 -83.928 -84.106 -84.267 -84.41 -84.534 -84.637 -84.719 -84.774 -84.805 -84.821 -84.821 -84.806 -84.779 -84.746 -84.711 -84.668 -84.611 -84.529 -84.417 -84.342 -84.343 -84.417 -84.551 -84.737 -84.971 -85.241 -85.529 -85.825 -86.119 -86.407 -86.694 -86.989
-74 -74.299 -74.684 -74.927 -75.242 -75.617 -76.007 -76.412 -76.828 -77.259 -77.711 -78.187 -78.675 -79.155 -79.609 -80.027 -80.396 -80.721 -81.015 -81.286 -81.528 -81.734 -81.904 -82.038 -82.142 -82.232 -82.317 -82.395 -82.467 -82.537 -82.605 -82.676 -82.752 -82.834 -82.922 -83.018 -83.121 -83.231 -83.341 -83.453 -83.567 -83.686 -83.813 -83.94 -84.061 -84.17 -84.264 -84.342 -84.401 -84.438 -84.457 -84.465 -84.461 -84.448 -84.429 -84.41 -84.394 -84.378 -84.354 -84.314 -84.244 -84.171 -84.161 -84.232 -84.371 -84.566 -84.805 -85.076 -85.367 -85.67 -85.977 -86.279 -86.57
-74 -74.184 -74.35 -74.538 -74.814 -75.142 -75.446 -75.731 -76.156 -76.588 -77.03 -77.487 -77.963 -78.453 -78.935 -79.398 -79.83 -80.221 -80.572 -80.889 -81.189 -81.475 -81.735 -81.961 -82.148 -82.301 -82.434 -82.554 -82.652 -82.729 -82.796 -82.856 -82.915 -82.98 -83.053 -83.134 -83.224 -83.325 -83.446 -83.585 -83.741 -83.913 -84.101 -84.306 -84.513 -84.708 -84.891 -85.061 -85.216 -85.353 -85.467 -85.555 -85.623 -85.673 -85.707 -85.729 -85.74 -85.744 -85.743 -85.733 -85.712 -85.675 -85.645 -85.65 -85.693 -85.773 -85.882 -86.012 -86.177 -86.376 -86.591 -86.811 -87.027
